No,Selected Meals,Ingredients,Weight,kJ,Calorie,Fat ,Saturated ,Carbohydrates ,Sugar,Fiber,Protein,Sodium,Source,Country
56,Grilled lamb slices with Greek twist,"
800 g of lamb thighs, sliced
1 teaspoon salt
½ teaspoon freshly ground pepper
2 teaspoons dried oregano spices
1 piece snake cucumber
2 garlic cloves
3 cups Greek yogurt
½ teaspoon salt
¼ tsp white freshly ground pepper
4 pieces of tomatoes
½ pc red onion
1 piece snake cucumber
20 pieces of olives
½ dl basil",100,320.8109226,76.58254034,2.825817129,1.059164253,3.425734381,0.620604055,1.108812578,8.791890774,0.29242863,Tine,Norway
57,Grilled Entrecote With Vegetables And Spice Butter,"600 g entrecote
2 tablespoons olive oil
1 teaspoon salt
½ tsp pepper
1 teaspoon fresh thyme
2 pieces of garlic
2 pieces corn flask
1 piece squash
1 piece of red onion
8 cherry tomatoes
2 tablespoons olive oil
1 pack of spice butter",100,549.3425172,131.8722605,8.415779587,3.061991234,4.34564809,0,1.108328115,9.123356293,0.193299937,Tine,Norway
58,Grilled Salmon With Lemon And Spice Butter,"600 g of salmon fillet
2 lemons
1 piece of red onion
4 pieces of asparagus
2 tablespoons olive oil
½ teaspoon salt
½ tsp pepper
250 g couscous
1 teaspoon Tine Dairy butter
4 spring onions
1 bell pepper
4 tablespoons chopped leaf parsley
1 pack of spice butter",100,722.6874391,172.8010386,8.76338851,2.064264849,12.09996754,0,1.863031483,10.45115222,0.117948718,Tine,Norway
59,Barbecue skewers With Neck Chops,"
1 piece snake cucumber
2 garlic cloves
3 cups Greek yogurt or cheese
½ teaspoon salt
¼ teaspoon freshly ground white pepper
½ teaspoon salt
½ tsp pepper
1 tbsp garam masala
2 tablespoons paprika powder
4 tablespoons oil
4 neck chops
4 pieces of tortillas
2 dl mixed salad
4 tablespoons mangochutney",100,652.6821123,156.6687539,9.392611146,3.151742851,7.864746399,0.626174076,1.277395116,9.492798998,0.168524316,Tine,Norway
60,Grilled Yogurt Marinated Chicken,"1 whole chicken
3 dl Tine Yogurt Natural
2 tablespoons red curry paste
1 tbsp honey
2 tsp garlic cloves
2 tablespoons grated ginger root
½ tsp garam masala
1 teaspoon salt
2 dl Tinemelk® Whole milk 3.5% fat
25 g of yeast
1 tablespoon sugar
1 teaspoon salt
4 tablespoons olive oil
500 g wheat flour
2 teaspoons baking powder
3 dl Tine Yogurt Natural
1 piece heart salad
12 cherry tomatoes
½ piece cucumber
1 piece of lemon
1 dl Tine Yogurt Natural
½ dl leaf parsley
½ teaspoon salt
¼ tsp pepper",100,689.4953656,164.194988,6.134569173,1.977342945,16.72159286,0.957775489,1.362856162,9.783728115,0.350051493,Tine,Norway
61,Homemade Wolffish With Garlic,"600 g cold wolf fish
3 garlic cloves
2 tablespoons potato flour
½ teaspoon salt
¼ tsp pepper
2 cups cold Tinemelk® Light Milk 1% fat
2 tablespoons chives, chopped (can be looped)
12 cherry tomatoes
½ piece cucumber
1 mango
½ pc red onion
4 dl lettuce leaves
2 tablespoons olive oil
2 tablespoons balsamic vinegar or apple cider vinegar",100,241.1073003,57.03086722,1.509064184,0.333170015,4.571288584,0,0.519353258,6.065654091,0.098873102,Tine,Norway
62,Homemade Kashmiri Harissa,"4 dl bulgur
1 dl chana dal, or chickpeas
1 dl rice
2 onions
3 tablespoons clarified butter
1 kg of lamb
1 liter of water
3 tsp pepper
5 dl lamb power
½ teaspoon salt
¼ tsp pepper
4 tablespoons crispy fried onions
4 pieces of chapati",100,497.5012091,117.7817185,2.208608738,0.841528293,12.71642753,0.67709173,1.666935354,10.96566178,2.571433178,Tine,Norway
63,Hot Chops,"
3 dl uncooked rice
4 neck chops
1 teaspoon salt
½ teaspoon freshly ground pepper
2 tablespoons Tine Dairy butter
3 dl Tine Food cream
2dl water
1 piece broth cube
½ cup chili sauce
1 tablespoon sweet chili sauce
½ piece lemon (peeled off)
1 tablespoon grated fresh ginger
½ pc red chilli
1 tablespoon maizena
2 dl peas",100,861.6549204,206.3690942,11.98120595,5.445053511,13.15061342,0.469851214,2.083007048,10.48290264,2.024536674,Tine,Norway
64,Christmas Ribbe,"
4 kg pork belly
6 tsp salt
4 teaspoons freshly ground pepper
5 dl water
12 potatoes",100,827.6179517,199.2328347,15.287687,5.757575758,2.025316456,0,0.26083621,13.28154967,0.350498658,Tine,Norway
65,Chops With Fried Onions,"
10 potatoes
6 carrots
200 g of peas
1 dl Tine Food cream or cream cream
2 tablespoons Tine Dairy butter
2 onions
1 tbsp Tine Dairy butter for frying
½ teaspoon baking soda
400 g of minced meat
2 teaspoons corn starch
2 tablespoons cold water
½ teaspoon salt
¼ tsp pepper
2 tablespoons Tine Dairy butter",100,340.4149076,81.25652549,3.627037087,2.160788052,6.432429979,0,1.475327977,4.984338826,0.202188025,Tine,Norway
66,Karlas Arrabbiata,"100 g of bacon
1 piece of onion
3 cloves of garlic
1 piece of red chili
2 tablespoons of sunflower oil
2 carrots
1 grilled bell pepper
¾ piece squash
5 dl canned tomatoes
1 dl olive oil
1 teaspoon salt
½ tsp pepper
1 teaspoon dried chili flake
3 tablespoons balsamic vinegar
2 tablespoons Worcestershire sauce
400 g pen or other pasta, uncooked
400 g of meat dough
1 tbsp Tine Dairy butter
4 tablespoons grated parmesan
4 rolls or good bread
2 tablespoons Tine Dairy butter",100,649.3295569,155.2813484,8.520667868,2.499554358,11.88377666,0,1.616193626,6.999544455,0.36859514,Tine,Norway
67,Kimchi-Burger,"
600 g of minced meat
1 teaspoon salt
½ tsp pepper
1 tbsp Tine Dairy butter for frying
4 slices of Norvegia® Original
1 piece of avocado
4 dl kimchi 
4 pieces of hamburger bread
1 dl mayonnaise
1 dl Tine Light flow 18%
2 tablespoons chili paste, gochujang (Korean chili paste)",100,819.4039315,196.1953075,11.56626506,3.506658212,11.08433735,1.11604312,1.344324667,11.30627774,0.503614458,Tine,Norway
68,Meat Cakes With Cabbage stew,"
1 ½ teaspoon salt
500 g minced meat dough
½ teaspoon freshly ground pepper
½ tsp ground nutmeg
½ tsp ground ginger
2 ½ tablespoons of potato flour
2 parts Tinemelk® Whole milk 3.5% fat (water if needed)
3 tablespoons Tine Dairy butter for frying
3 tablespoons wheat flour
2 parts Tinemelk® Whole milk 3.5% fat
4 dl power
½ teaspoon salt
750 g cut head cabbage
3 dl water
½ teaspoon salt
1 tbsp Tine Dairy butter
2 tablespoons wheat flour
4 parts Tinemelk® Whole Milk 3.5% fat
2 dl cranberry jam",100,328.8777219,78.29145729,3.470686767,2.063651591,4.988274707,0.56281407,0.552763819,6.529313233,2.391055276,Tine,Norway
69,Creamy Cod,"
8 potatoes
750 g of cod fillet
1 piece small dill bundle
2 dl Tine Light Crème Fraîche 18% or Original
1 teaspoon horseradish from tube
½ teaspoon salt
4 carrots
3 tsp lemon juice",100,351.9446736,83.49724002,2.525220481,1.446608718,6.1353975,0,0.989784912,8.603515005,0.03921071,Tine,Norway
70,Spicy Couscous With Chicken,"
250 g couscous
4 chicken fillets
½ teaspoon salt
¼ tsp pepper
1 tbsp Tine Dairy butter
1 piece onion, finely chopped
1 ½ dl almonds without peel, sliced
3 spring onions, sliced
1 tsp red curry paste
2 dl dried apricots, chopped
1 piece of lemon
3 dl Tine Yogurt Natural",100,550.3130336,130.6203756,2.253841776,0.910643142,13.48890154,0.341491178,1.775754126,13.187251,0.128343768,Tine,Norway
71,Chicken Fillet With Cottage Cheese,"5 cups fresh spinach
1 tbsp water
2 chicken fillets
2 dl Tine Skinny Cottage Cheese
1 teaspoon salt
1 teaspoon pepper
2 tbsp Tine Genuine Torn Cheese Original
4 dl whole grain pasta
4 tablespoons pesto
8 cherry tomatoes
¼ tsp salt
¼ tsp pepper
",100,628.4893089,150.0674999,6.288376954,1.619997387,9.258372164,0,1.663545704,13.26481731,0.404738057,Tine,Norway
72,Chicken Salad With Quinoa And Avocado,"
3 dl quinoa
3 pcs heart salad
500 g grilled chickens
1 pomegranate
1 dl bean sprout
1 dl pumpkin seeds
2 avocados
2 dl Tine Lightroom 18%
½ piece of lime
½ teaspoon salt
¼ tsp pepper",100,754.9280767,181.1933937,11.68353756,3.340436867,9.200852424,0,2.376132126,8.641449121,0.102450719,Tine,Norway
73,Salmon Shape With Pepper Root,"
¾ kg of potato
1 leek
300 g smoked salmon
½ teaspoon salt
¼ tsp pepper
1 tablespoon grated horseradish
3 dl Tine Food cream
1 dl Norvegia® Tear",100,502.8908921,120.3605844,6.820018651,3.11470314,8.386695679,0,1.14392291,5.837737022,0.121728318,Tine,Norway
74,Lammekarré with Risotto,"
800 g lamb ribs
1 teaspoon salt
½ teaspoon freshly ground pepper
3 tablespoons Tine Dairy butter
5 dl water
2 chicken broth cubes
3 shallots
1 teaspoon truffle oil or nut oil
4 dl risottoris
2 dl dry white wine
1 dl grated parmesan, or very well stored Tine Edamer
20 pieces of mushrooms (or other good mushrooms)
2 tablespoons Tine Dairy butter (preferably unsalted)
8 cherry tomatoes
1 bunch of asparagus
100 g of bacon ham",100,729.298893,174.9446494,10.84501845,5.095940959,9.841328413,0,0.424354244,8.007380074,0.275350554,Tine,Norway
75,Long-roasted moose roast with raspberry sauce,"
1 ⅘ kg of sauteed elk thighs
1 tablespoon juniper berry
3 tablespoons Tine Dairy butter, room-temperature
1 teaspoon salt
1 teaspoon pepper
1 kg of potato
400 g of peas
1 tbsp Tine Dairy butter for the peas
½ piece onions
1 teaspoon Tine Dairy butter
1 cup frozen raspberries
8 dl broth
1 teaspoon potato flour
2 tablespoons water
2 dl Tine Cream
½ teaspoon salt
¼ tsp pepper
1 tablespoon lemon juice",100,534.6581838,127.7670551,6.109562275,3.069078085,6.054757309,0.800629066,1.000786332,11.62580122,3.084685586,Tine,Norway
76,Easy Halibut sauce,"
600 g of frozen stew mix
6 dl water
1 piece of fish broth cube
¼ tsp salt
¼ tsp pepper
½ pc lemon, the juice of
2 tablespoons grated fresh ginger
600 g halibut or other fish
50 g peeled shrimp",100,392.9918482,93.63669546,2.793527193,0.627813603,7.251490449,0.730015817,1.659569291,9.008395182,1.734614917,Tine,Norway
77,Maki Cottage Sushi,"
250 g Tine Mager Cottage Cheese
1 nori sheet
30 g SALMA salmon
30 g cucumbers
½ piece of avocado
1 tablespoon black sesame seeds (can be omitted)
2 tablespoons pickled ginger
2 tbsp wasabi
12 tablespoons soy sauce",100,528.1300813,126.504065,7.040650407,2.081300813,7.154471545,0,1.235772358,8.016260163,1.79203252,Tine,Norway
78,Dark venison,"1 kg of wild meat with bones
1 piece of bay leaf
2 twigs of thyme
5 dl white wine
1 teaspoon salt
½ tsp pepper
100 g Tine Dairy butter for frying
2 garlic cloves
8 shallots
2 carrots
¼ pcs celery root
1 piece of parsley root
3 dl of wild power
6 slices of thick bacon
10 pieces of aroma mushrooms
8 slices of bread
4 tablespoons Tine Dairy butter",100,597.7503343,143.1290805,7.044757335,3.810272949,6.34940612,0.396444584,1.573192795,10.08101943,1.645024778,Tine,Norway
79,Baked Salmon With Dill And Lemon Butter And Risotto,"
75 g soft Tine Dairy butter
4 tablespoons fresh dill
½ pc lemon, grated peel
1 liter of water
1 piece vegetable broth cube
1 piece of shallots
3 dl arborioris or other risottoris
2 tablespoons Tine Dairy butter
1 dl of Sunniva® Original Apple Juice or other apple juice
100 g of grated Norvegia® Well
4 salmon fillets (about 140 g)
1 teaspoon salt
¼ tsp pepper
150 g of sugar peas
1 pcs fennel
½ tablespoon salt
1 tablespoon lemon juice
1 tablespoon olive oil
1 tbsp Tine Dairy butter",100,546.6499957,130.7665776,7.08372855,3.755281538,11.74441666,0.388031387,0.771751315,4.62619643,2.311891006,Tine,Norway
80,Baked Cod,"800g cod fillet without skins and bones
2 spring onions
12 small bouquets of broccoli
3 medium-sized carrots
12 cherry tomatoes
¼ tsp salt
¼ tsp pepper
1 bag of white sauce or you can make the sauce from scratch by yourself. See the link in the recipe!
100 g Tine Genuine Grated Cheese Original",100,318.1060938,75.2886161,1.917287739,1.06386088,2.273856496,0.584538945,1.046324711,11.77261435,0.126728043,Tine,Norway
81,Pasta Al Forno,"
500 g pen or other pasta
1 piece of onion
2 garlic cloves
400 g of meat dough
1 tablespoon oil for frying
800 g chopped canned tomatoes (1 box = 400 grams)
1 dice meat broth
½ teaspoon salt
¼ tsp pepper
6 dl Tinemelk® Low-fat 1% fat
½ dl of wheat flour
3 dl Norvegia® Original or other good yellowstone",100,361.3378889,85.95576335,2.801654379,1.413414853,7.789965833,0.323682791,0.902715339,6.948390577,1.341485344,Tine,Norway
82,Pasta With Shrimp And Ruccola,"
400 g of spaghetti
2 tablespoons Tine Dairy butter for frying
2 garlic cloves, finely chopped
½ pcs chili, finely chopped
300 g cherry tomatoes, split in two
½ pcs lemon, peel and juice
½ teaspoon salt
¼ tsp pepper
400 g of shrimp, purified
100 g of arugula",100,637.8504673,151.1682243,2.96728972,1.588785047,23.56697819,0,1.736760125,6.666666667,0.495794392,Tine,Norway
83,Pasta With Tuna In Tomato Sauce,"400 g of pasta, uncooked, for example spaghetti
1 tbsp Tine Dairy butter for frying
1 piece onion, chopped
2 garlic cloves, finely chopped
1 tablespoon tomato paste
1 can of canned tomatoes, chopped
1 teaspoon oregano, dried
2 tablespoons of hijackers
16 pieces of olives
2 boxes of tuna in oil herm
¼ tsp cayenne pepper
¼ tsp sugar
1 dl parmesan",100,5.957316137,132.719177,6.583755566,1.664363581,9.095654844,0.079840319,2.432058959,7.965607247,0.260525104,Tine,Norway
84,Pepper Beef With Chopped Tomato And Chevre Salad,"
12 cherry tomatoes, split in two
2 tablespoons olive oil
½ teaspoon salt
½ teaspoon sugar
1 teaspoon dried thyme
4 pieces of beef fillet, 200 grams
1 teaspoon pepper, coarsely chopped
1 teaspoon salt
2 tablespoons Tine Dairy butter
4 dl salad mix
3 tablespoons olive oil
2 tablespoons lemons, squeezed
1 piece Chevre Naturell Haukeli, in cubes
½ dl peanuts
½ dl pumpkin seeds",100,753.2527346,181.0017271,12.43523316,4.406064095,1.235847246,0.099788908,0.675494147,15.68988678,0.393782384,Tine,Norway
85,Peshawari Chicken Karahi,"2 tablespoons coriander seeds
2 tablespoons whole fenugreek seeds
1 tablespoon crushed dried chili flake
8 garlic cloves
½ teaspoon salt
1 DL water
3 tablespoons clarified butter, or oil
500 g of chicken thighs
3 tomatoes
2 cm fresh ginger
8 pieces of green chili
1 dl of mint chutney
4 pieces of naan bread",100,593.1330472,142.2551697,7.982832618,3.425673039,7.413187671,0,2.567303941,8.919235271,0.20569645,Tine,Norway
86,Plukkfisk,"600 g of cooked cod, or other white fish
10 small potatoes
½ pcs leeks, in slices
3 carrots, in small cubes
4 cups of frozen peas
2 tablespoons Tine Dairy butter
2 tablespoons Tine Dairy butter
2 tablespoons wheat flour
5 dl Tinemelk® Whole milk 3.5% fat
½ teaspoon salt
¼ tsp pepper
¼ t of malted nutmeg",100,340.1812689,81.25769274,1.951437843,1.049569207,6.944164709,0,3.627615531,7.07396218,0.055231062,Tine,Norway
87,Pollo Con Gnocchi,"
400 g white beans (boiled)
1 kg of potato
125 g Snow Fresh® Natural
1 cup fresh herbs (eg basil, rosemary and leaf parsley)
4 chicken fillets without skin
8 slices of bacon
50 g Tine Dairy butter for frying
4 chicken thighs
6 dl wheat flour
1 egg yolk
100 g of parmesan
2 tablespoons Tine Dairy butter for frying
3 tablespoons salt (approx.)
1 bunch of asparagus",100,679.5307108,162.5396825,7.481021394,3.53347136,11.17460317,0,2.636300897,11.31815045,0.825783299,Tine,Norway
88,Prins fish,"
8 potatoes
3 tablespoons Tine Dairy butter
2 ½ tablespoons wheat flour
3 dl fishing power
1 tablespoon lemon juice
2 egg yolks
2 dl Tine Food cream
½ teaspoon salt
¼ teaspoon freshly ground pepper
2 carrots
100 g parsley roots
2 dl green peas
5 dl water
1 teaspoon salt
800 g of cod fillet
200 g of purified shrimp
1 dl white asparagus (canned or fresh)
1 dl finely chopped dill (possibly other herbs)",100,353.8395168,84.55565142,4.262295082,2.359792925,5.664365833,0.362381363,1.190681622,5.332182916,1.648360656,Tine,Norway
89,Quesadillas With Pulled Pork And Guacamole,"400 g pre-cooked pulled pork
8 pieces of tortillas
300 g Tine Genuine Grated Cheese Original
4 spring onions in slices
1 bell pepper
2 chili pieces
2 pieces of avocado
2 tomatoes
1 piece of red chili
1 spring onion
1 cup fresh coriander
1 piece of lime
½ teaspoon salt
¼ tsp pepper
3 dl Tine Lightroom 10%
1 dl jalapenos",100,875.4716981,210.7046592,15.15979977,5.91451675,9.607239122,0,1.428571429,8.224874856,0.434231806,Tine,Norway
90,Fast Chicken Tikka Masala,"
4 cups of basmati rice
400 g of chicken fillets
1 tbsp Tine Dairy butter for frying
1 bell pepper
½ dl chili pepper red
3 spring onions
1 teaspoon garlic clove
1 tablespoon minced, fresh ginger
½ cup chopped, fresh coriander
2 tsp garam masala
3 dl Tine Light Cream Fraîche 18%
3 tablespoons tomato puree
½ teaspoon salt
¼ tsp pepper
½ dl snake cucumber
3 dl Tine Yogurt Natural
½ cup fresh mint
1 teaspoon garlic clove
½ teaspoon salt
¼ tsp pepper",100,1174.817067,277.3353606,2.750166302,1.119452628,53.19775729,0.114035921,1.912002281,8.99933479,0.17035066,Tine,Norway
91,"Ribs With Pineapple, Chili And Sage","
2 kg pork belly
3 tsp salt
2 tsp pepper
1 l pineapple juice
2 pieces of red chili
1 cup soy sauce
1 bundle of sage
¼ pcs red cabbage
½ pc red onion
2 parts apple cider vinegar
2 tablespoons sugar
½ teaspoon salt
2 pcs heart salad
4 spring onions
½ piece cucumber
1 mango
2 dl peanuts",100,421.8792357,100.3366709,3.120108434,1.0703511,8.039875825,0.696078003,0.720563159,9.423287132,1.683039657,Tine,Norway
92,Risotto With Minced Meat And Tomato,"1 piece onion, chopped
2 cloves of garlic clove, finely chopped
1 tbsp Tine Dairy butter for frying
400 g minced meat or carbonated dough
3 dl risottoris, uncooked
3 tablespoons tomato puree
6 dl water
1 piece meat broth, cube
½ teaspoon salt
¼ tsp pepper
1 tbsp Tine Dairy butter
1 dl parmesan, grated
20 cherry tomatoes, split in two
2 dl ruccola",100,458.6791063,108.6668303,2.73999509,1.52712988,13.50356003,0.441934692,0.569604714,7.247728947,1.799754481,Tine,Norway
93,Grous With Grandma's Sauce,"4 breast fillets of grouse
4 tablespoons Tine Dairy butter (for frying)
2 ½ dl Tine Seat creams
5 tablespoons wheat flour
4 dl boiled power (of the hull)
1 cup of Snøfrisk® Natural
2 tsp salt
1 teaspoon freshly ground pepper
1 piece of red onion",100,763.2014176,183.284111,12.44536326,6.952155936,4.13467218,0.992321323,0.620200827,13.37271116,4.057885412,Tine,Norway
94,Seafood risotto,"1 piece onion, chopped
1 piece garlic clove, chopped
3 dl risottoris, uncooked
1 tbsp Tine Dairy butter for frying
1 cup fresh Sunniva® Original Apple Juice, optionally white wine
8 dl water
1 piece vegetable broth cube
2 carrots in cubes or in thin slices
1 cup frozen peas
200 g shellfish mixture
1 dl parmesan, grated
½ teaspoon salt
¼ tsp pepper
1 piece of lemon, in boats
",100,328.910267,77.72433239,1.237352795,0.666777243,12.77823851,0.298556975,0.809421131,3.479847404,1.169016421,Tine,Norway
95,"Cod With Bacon, Spinach And Rotmoss","800 g of cod fillet
2 tsp salt
2 tablespoons Tine Dairy butter
200 g of bacon
200 g spinach
6 potatoes
1 piece parsnip
½ pieces of parsley root
4 tablespoons Tine Dairy butter
½ dl Tine Food cream
½ teaspoon salt
¼ tsp pepper",100,604.1990221,144.8375036,9.335634167,4.739718148,3.29594478,0,0.67299396,11.63071613,0.477538108,Tine,Norway
96,Pork fillet with orange sauce and couscous salad,"500 g whole pork fillets
1 tbsp canola oil
1 teaspoon salt
½ tsp pepper
3 dl Sunniva® Pressed Orange Juice with Fruit Meat
100 g Tine Dairy butter
2 dl couscous
2 tablespoons Tine Dairy butter
1 orange
1 cup dried fresh cranberries
2 dl pistachio nuts, roughly chopped
100 g of feta cheese
2 parts leaf parsley, chopped",100,703.8653934,169.2132788,11.82355616,4.351978172,8.058208276,0,2.710322874,6.284674852,0.455616189,Tine,Norway
97,Thai Chicken Casserole - Tom Kah Gai,"3 dl rice
2 garlic cloves
3 spring onions
1 tablespoon ginger, grated
1 tablespoon red chili
4 chicken fillets
2 tablespoons sunflower oil, rapeseed oil or other neutral oil for frying
1 box of coconut milk
2 cup chicken broth
2 tablespoons of fish sauce
½ tablespoon lime juice
2 tablespoons coriander or leaf parsley
",100,729.5403587,174.1591928,7.791479821,4.971973094,12.38789238,0.52690583,0.773542601,13.22869955,7.623318384,Tine,Norway
98,Wok With Seasoned Salmon,"1 bell pepper
1 leek
1 piece of red onion
2 garlic cloves
2 dl corn kernels
400 g of salmon fillet
4 tablespoons sesame seeds
2 tablespoons sunflower oil, rapeseed oil or other neutral oil for frying
½ cup soy sauce or teriyaki sauce",100,511.0127283,122.2468179,6.026563365,0.979524073,9.845047039,0,1.079136691,6.602102933,2.593027117,Tine,Norway
99,Yogurt Marinated Chicken With Barley,"
5 dl Tine Yogurt Natural
2 tablespoons fresh mint, finely chopped
¼ tsp pepper
½ teaspoon salt
½ teaspoon sugar
1 tablespoon lemon juice
4 chicken fillets
200 g of pearl barley
1 tbsp Tine Dairy butter
1 cucumber
½ pcs onion, in thin slices
2 tomatoes, in boats
1 tablespoon olive oil
½ teaspoon salt
¼ tsp pepper",100,425.0411088,101.1980268,2.414846136,0.930232558,8.437867043,0.587268029,1.597369039,10.59901339,0.168757341,Tine,Norway
100,Frittata - Italian Omelette,"200 g bacon slices
1 piece yellow onion, in slices
400 g potatoes, cooked in slices
6 eggs
½ dl Tinemelk® Light Milk 1% fat
½ teaspoon salt
¼ tsp pepper
6 cherry tomatoes, split in two
2 dl Tine Genuine Grated Cheese Original",100,580.2548982,139.3190032,9.191554118,3.62183755,5.797983641,0,0.836979266,7.913258512,0.33844398,Tine,Norway
