No,Selected Meals,Ingredients,Weight,kJ,Calorie,Fat,Saturated ,Carbohydrates,Sugar,Fiber,Protein ,Sodium,Source,Country
57,Neck chops with mustard sauce,"4 neck chops
1 tablespoon madagascar peppercorns
300 g of crème fraîche
2 tablespoons mustard, dijon
4 pieces of carrot, normal size
400 g of peas, frozen
2 tablespoons olive oil, extra virgin
1 pinch of salt, sea salt
1 pinch of pepper, w / mill
1 handful of thyme",100,767.2635536,184.9030471,14.13731698,6.351404828,3.650573803,0.222595964,1.780767709,9.853581322,0.05109814,Kolonialen,Norway
58,Nasi Goreng Casserole,"6 dl vegetable broth
0.5 teaspoon salt, sea salt
3 cups of basmati rice
1 pc yellow onion
6 dl head cabbage
4 pcs carrot, normal size, Roughly grated
2 bell peppers, red
1 tablespoon butter
1 pinch of curry
1 teaspoon salt, sea salt
2 tbsp soy sauce
2 cloves of garlic
1 dl peanuts, salty
1 tsp of parsley, fresh",100,518.8936271,123.2527837,3.796493722,1.303008766,14.68253968,1.492537313,1.575456053,6.823027719,5.82350154,Kolonialen,Norway
59,Baked salmon with parmesan and tomato salad,"
500 g of salmon fillet
1 pinch of salt, sea salt
1 tablespoon olive oil
25 g of parmesan
3 pieces of tomato
0.25 pcs red onion
0.25 pcs cucumber
0.5 dl of olive oil, extra virgin
3 tablespoons balsamic vinegar
1 pinch of salt, sea salt
1 pinch of pepper, w / mill
500 g of tagliatelle",100,832.0836622,199.0923441,10.68797685,2.104709287,14.68034728,0,1.03920021,10.51696922,0.133188634,Kolonialen,Norway
60,Roast chicken thighs with sweet potato boats and Asian chilli and ginger sauce,"
4 chicken thighs
6 sweet potato
1 hp peas, frozen
40 g butter, unsalted
20 g chili pepper, red, chopped with seeds
2 cloves of garlic, finely chopped
10 g ginger, fresh, grated
1 cup freshly squeezed orange juice
3 tablespoons soy sauce
1 pinch of cardamom",100,507.1800308,121.2413261,5.965690054,2.457594449,8.538936006,0,1.570932922,7.531804163,0.001927525,Kolonialen,Norway
61,Fried salmon with rice and avocado cream,"
800 g of salmon fillet
3 tablespoons sweet chili sauce
0.5 tablespoons ginger, fresh
1 cup soy sauce
1 piece of lime
100 g butter
1 piece avocado
1 hp sour cream, light
1 pinch of salt, sea salt
1 pinch of pepper, w / mill
250 g jasmine rice (boil-in-bag)
0.5 pieces of lime
1 handful of coriander, fresh",100,939.588079,225.5599848,14.85858011,5.633067578,12.77050114,0,0.934889901,9.733295368,1.013192862,Kolonialen,Norway
62,Pasta Salmon,"
500 g of salmon fillet
500 g of tagliatelle
0.5 pieces of onion
0.5 pcs cauliflower
150 g peas, green
3 dl food cream
150 g of yogurt, Greek
1 pinch of salt, sea salt
1 pinch of pepper, w / mill
1 tablespoon chives, fresh",100,789.4052818,189.1245581,10.86504471,4.548762737,13.03805365,0.15595758,1.471199834,9.055936785,0.099241006,Kolonialen,Norway
63,Pasta screws with squash and salmon,"
400 g pasta fusilli
2 l water
20 g of salt, sea salt
600 g of salmon fillet
2 pieces of squash
1 handful of basil, fresh
50 g butter
0.5 pcs lemon, the juice of
1 hp cherry tomatoes, canned",100,300.7594937,72,3.921518987,1.232911392,4.708860759,0,0.392405063,4.258227848,0.231265823,Kolonialen,Norway
64,Pasta with scampi,"450 g scampi
400 g of spaghetti
2 tablespoons butter
1 tablespoon olive oil
3 cloves of garlic
1 dl chicken / chicken broth
2 tablespoons lemon, the juice of
1 piece basil, fresh, coarsely chopped
1 pot of parsley, fresh, coarsely chopped
50 g of parmesan
1 teaspoon salt, sea salt
1 teaspoon pepper, m / mill",100,788.9226343,187.1803069,4.923273657,2.349744246,23.23369565,0.335677749,1.950127877,11.55690537,1.91504156,Kolonialen,Norway
65,Pasta and Italian meatballs in tomato sauce,"
400 g of chop dough
125 g white bread
2 eggs
40 g of parmesan, grated
0.5 pcs chili pepper, red, finely chopped
1 tablespoon parsley, fresh, finely chopped
1 clove of garlic, crushed
0.5 dl water
3 tablespoons olive oil
2 pieces of shallots
1 piece tomatoes, chopped
1 tablespoon sugar
1 teaspoon basil, dried, preferably fresh
0.5 teaspoon salt, sea salt
0.25 tsp pepper, m / mill
200 g of spaghetti",100,758.862819,180.3390992,5.771536222,1.669806474,18.0167837,1.113204316,1.986641548,13.10155849,0.316406919,Kolonialen,Norway
66,Pinnekjøtt,"Stick meat and vossa sausage
3 kg lamb, stick meat
2 hp vossa sausage
3 carrots, normal size
3 yellow onions
0.5 pcs celery root
1 garlic onion
5 bay leaves, whole
0.5 tsp pepper, m / mill
15 juniper berries
1 handful of thyme, fresh
1 pinch of cayenne pepper
0.5 hp parsley, fresh
250 g butter
1 pinch of salt, sea salt
0.5 tsp white pepper, ground
1 kg cabbage root
2 dl food cream
1 teaspoon nutmeg, ground
2 tablespoons butter
1 pinch of salt, sea salt
1 pinch of pepper, w / mill
0.5 hp mug, fresh
1 kg of potatoes
4 tablespoons butter",100,494.8875256,118.4553324,6.765274393,3.875675827,3.793035829,0,0.972070482,10.14511024,0.078171835,Kolonialen,Norway
67,Pizza bolognese,"
1 piece pizza base, mix
2.5 dl water
400 g minced beef, cattle
2 tablespoons canola oil, for frying
1 pc yellow onion
2 carrots, normal size
1 piece bolognese, base
400 g tomatoes, chopped
2 dl water
8 cherry tomatoes, red
200 g of grated cheese
1 handful of basil, fresh
1 stem of spring onion",100,480.2631579,114.354067,4.122807018,1.686602871,11.17623604,0,1.176236045,7.543859649,0.175239234,Kolonialen,Norway
68,"Pizza with ham, bell peppers and corn on 1-2-3","
1 hp pizza base, mix
2.5 dl water
1 pc yellow onion
1 bell pepper, red
1 hp pizza filling
3 dl water
1 bookcase ham
1 piece of corn
1 handful of cherry tomatoes, red
200 g of grated cheese
2 handful of ruccola",100,521.1061947,124.1150442,4.42920354,2.048672566,13.19469027,0.115044248,1.398230088,7.172566372,0.291106195,Kolonialen,Norway
69,Poke Bowl with Salmon,"
450 g salmon fillet, loin
250 g jasmine rice (boil-in-bag)
3 spring onions, sliced
2 pieces of avocado, in slices
1 piece mango, in strips
2 handfuls of coriander, fresh, topping
2 tablespoons sesame seeds, for topping
3 tablespoons soy sauce
1 tablespoon sesame oil
2 tablespoons rice vinegar
1 tablespoon sugar",100,811.789601,194.1958888,11.01571947,1.940749698,15.58645707,0.785973398,1.299879081,7.581620314,0.176299879,Kolonialen,Norway
70,Potato mold with chicken,"
8 potatoes
400 g of chicken fillet
390 g tomato sauce, done
2 handful of leaf parsley
1 dl parmesan, grated
2 pinches of salt, sea salt
2 pinch of pepper, w / mill
2 tablespoons butter",100,459.8596575,109.3601332,2.747383444,1.522359657,12.72597526,0,0.832540438,8.004281637,0.092352522,Kolonialen,Norway
71,Sausage Lunch,"30 pcs of sausage
30 pcs lomper
1 hp ketchup
1 hp mustard for sausages
100 g of crispy onion
300 g of shrimp salad",100,823.7906977,197.2093023,11.67209302,2.755813953,16.16511628,3.327906977,1.076744186,6.388372093,0.565697674,Kolonialen,Norway
72,Quesadillas,"
4 large tortilla lefse large
1 piece avocado
100 g cream cheese, natural
100 g of feta cheese
6 tablespoons tomato, sun-dried, without oil
50 g almonds, toasted in flakes
1 piece coriander, fresh
1 hp salad mix
1 hp radish
0.5 pcs squash
1 piece apple, green
1 taco sauce, medium",100,577.186853,138.3928571,8.022774327,2.723861284,10.74663561,0,2.775621118,4.464285714,0.355654762,Kolonialen,Norway
73,Risotto with mushrooms and chicken breast,"risotto
150 g risotto rice with mushrooms
2 dl white wine, dry
1 piece of shallots
2 cloves of garlic
40 g of parmesan
300 g of mushroom
300 g of chicken fillet
1 tablespoon olive oil
50 g butter
1 pinch of salt, sea salt
1 pinch of pepper, w / mill
6 dl chicken broth",100,650.2825601,155.0795111,5.946904981,3.068734393,11.23012222,1.655933763,0.545406755,11.62439217,6.128794848,Kolonialen,Norway
74,Risotto with pork fillet,"300 g risotto rice
9 dl water
1 dl olive oil, extra virgin
100 g of parmesan, grated
0.5 pcs lemon, the juice of
400 g shredded pork
1 pinch of salt, sea salt
1 pinch of pepper, w / mill
1 handful of rosemary, fresh",100,645.2344932,154.0414956,7.321158418,2.004538578,13.99394856,0,0.443051653,7.818240761,0.052950076,Kolonialen,Norway
75,Red curry with bottle gourd,"400 g pumpkin, butternut
3 tablespoons curry paste, red
250 ml coconut milk
4 dl rice, whole grains
2 handfuls of coriander, fresh
2 tablespoons olive oil
1.5 dl water",100,691.8870389,165.0342801,6.978452498,4.056480575,22.15148547,0,0.848841006,2.954619654,0.071416912,Kolonialen,Norway
76,Juicy chicken thighs baked in the oven with sauces,"
4 chicken thighs
4 tablespoons olive oil
1 handful of thyme, fresh, chopped
1 teaspoon salt, sea salt
1 teaspoon pepper, m / mill
300 g beetroot
300g yellow better
2 tablespoons olive oil, extra virgin
1 teaspoon salt, sea salt
1 teaspoon pepper, m / mill
3 dl crème fraîche
1 handful parsley, fresh, coarsely chopped
1 handful of chives, fresh
1 teaspoon pepper, m / mill
1 teaspoon sugar
1 teaspoon salt, sea salt",100,695.9180869,167.8119846,13.37960418,5.724299065,5.738042881,0.343595382,1.491203958,5.346344145,0.594832326,Kolonialen,Norway
77,Juicy ribs with homemade tortillas,"
300 g wheat flour, sieved
60 g butter
1 tsp baking powder
0.5 teaspoon salt, sea salt
1.5 dl water, approx
2 kg ribs
2 tablespoons canola oil
1 piece yellow onion, finely chopped
2 cloves of garlic, finely chopped
8 tablespoons hoisin sauce, to taste
1 tablespoon soy sauce, to taste
1 piece of lime, the juice of
1 tablespoon cumin
1 tablespoon paprika spice
1 teaspoon salt, sea salt
1 teaspoon pepper, m / mill
2 pieces of avocado, in slices
2 cups cream, light
1 piece of lime, in boats
1 handful of coriander, fresh, coarsely chopped",100,831.6160796,200.1065882,14.21936859,6.296315095,5.768449904,0,1.738402193,11.384631,0.373261598,Kolonialen,Norway
78,Sashimi with mango salad and homemade ponzo sauce,"
800 g salmon fillet, loin
1 mango
1 piece avocado
6 spring onions
0.5 pcs chili pepper, red
1 tablespoon sesame seeds
1 handful of coriander, fresh
1 tsp lime
0.5 pcs chili pepper, red
1 clove of garlic
1 handful of coriander, fresh
1 tablespoon ginger, fresh
0.5 dl of soy sauce
0.5 pieces of lime
1 tablespoon acacia honey
1 tablespoon rice vinegar",100,733.8848921,176.5467626,12.76258993,2.323741007,2.539568345,0,1.079136691,12.35251799,0.31057554,Kolonialen,Norway
79,Mushroom skewer with a simple cucumber salad,"
400 g scampi
1 handful of basil, fresh
1 clove of garlic
1 tablespoon pine nuts
2 tablespoons parmesan
2 tablespoons olive oil
1 tablespoon lemon, the juice of
4 DL water
4 tablespoons vinegar (clear)
2 tablespoons sugar
2 cucumber
1 handful of dill, fresh",100,187.0668317,44.49257426,2.079207921,0.371287129,2.246287129,1.608910891,0.396039604,4.053217822,0.30365099,Kolonialen,Norway
80,Lemon chicken with sweet potato stew,"
0.5 pcs lemon, the juice of
3 tablespoons of honey
2 tsp mustard, dijon
4 chicken thighs
1 tablespoon olive oil
1 teaspoon salt, sea salt
1 teaspoon pepper, m / mill
2 pieces of lemon, sliced
0.5 pieces rosemary, fresh
3 sweet potato
2 tablespoons butter
1 dl food cream
0.5 pcs lemon, the juice of
1 teaspoon salt, sea salt
1 teaspoon pepper, m / mill
0.25 pcs mug, fresh",100,626.257071,150.0628536,8.893777498,3.834066625,10.39440603,0.117850409,1.642049026,6.30106851,0.480201131,Kolonialen,Norway
81,"Summer chops, fresh salad and potatoes","
2 hp pork chops
1 pinch of pepper, w / mill
1 pinch of salt, sea salt
1 kg of potatoes (amandine)
2 tablespoons olive oil
1 handful of dill, fresh
1 teaspoon salt, sea salt
2 pieces of apple, green
2 pieces of fennel, fresh
0.25 hp rod celery
0.5 pcs lemon
3 tablespoons olive oil
1 pinch of salt, sea salt
1 pinch of pepper, w / mill
3 dl crème fraîche
4 tablespoons sugar
0.5 pcs lemon, the juice",100,554.3939889,132.840575,7.881411303,3.516007841,10.09065665,2.123489056,1.306762496,4.765599477,0.131819667,Kolonialen,Norway
82,Soy salmon with quinoa salad,"
1 cup soy sauce
1 chili pepper, red, finely chopped
1 clove of garlic, finely chopped
2 spring onions, finely chopped
1 tablespoon sesame seeds
0.5 pieces of lime, the juice
1 teaspoon ginger, fresh, finely grated
800 g of salmon fillet
1 tablespoon olive oil, for frying
150 g of quinoa
1 piece of corn
1 handful of coriander, fresh, coarsely chopped
100 g of peas, frozen
2 tablespoons olive oil
0.5 pieces of lime, the juice
1 pinch of salt, sea salt, taste to
1 pinch pepper, w / grinder, taste to taste",100,788.9736141,189.0583394,10.62696684,1.845800048,10.24570322,0,1.537158073,12.31542,1.208545146,Kolonialen,Norway
83,Spaghetti Carbonara,"
400 g of spaghetti
2 eggs
6 tablespoons parmesan, grated
4 cloves of garlic
1 pinch of salt, sea salt
1 pinch of pepper, w / mill
1 pinch parsley, fresh, coarsely chopped
200 g of bacon",100,1324.901186,315.5467721,11.93675889,4.545454545,37.18050066,0,2.266139657,13.6627141,0.366930171,Kolonialen,Norway
84,Spaghetti with salmon and shrimp,"
100 g of salmon, smoked
100 g shrimp, in lake
200 g of spaghetti
1 spring onion
1 pinch chives, fresh
3 tablespoons crème fraîche
0.5 teaspoon salt, sea salt
0.25 tsp pepper, m / mill",100,1025.963149,243.718593,7.726130653,3.077889447,29.71105528,0,1.905360134,12.93969849,0.787269682,Kolonialen,Norway
85,Crispy salmon with pesto pasta,"
4 salmon fillets
2 tablespoons butter
1 teaspoon pepper, m / mill
1 teaspoon salt, sea salt
2 hp tagliatelle
150 g of peas, frozen
500 g natural yogurt
100 g pesto, green
2 garlic baguettes
1 piece of lime, in boats
1 handful of basil, fresh",100,807.8303081,193.3832841,9.545166737,2.479949346,16.0088645,0.585690165,1.762346982,9.903967919,0.343974251,Kolonialen,Norway
86,Fried rice with eggs,"
2 hp jasmine rice (boil-in-bag)
1 piece of ham, in cubes
1 piece yellow onion, coarsely chopped
1 hp peas, frozen
8 pieces of egg
2 tablespoons butter
1 teaspoon salt, sea salt
1 teaspoon pepper, m / mill",100,708.0124224,169.1925466,7.869565217,2.937888199,13.70807453,0,1.695652174,9.962732919,0.223043478,Kolonialen,Norway
87,Sushi Bowl,"
450 g salmon fillet, loin
4 tablespoons soy sauce
2 pieces of lime, the juice of
4 dl jasmine rice, loose
2 pieces of avocado, in slices
1 cucumber, in rods
1 piece mango, in cubes
2 stems of spring onion, in slices
2 tablespoons sesame seeds",100,670.2087287,160.0094877,8.216318786,1.456356736,14.61100569,0,1.261859583,6.342504744,0.179933586,Kolonialen,Norway
88,Pork chops with oven-baked potatoes,"
6 potatoes
2 tablespoons olive oil
1 pinch of salt, sea salt
1 pinch of pepper, w / mill
400 g tomatoes, chopped
4 cup vegetable broth
1 teaspoon sugar
1 teaspoon salt, sea salt
1 teaspoon pepper, m / mill
1 teaspoon oregano, dried
1 hp rema frozen vegetables
4 pork chops
2 tablespoons butter
1 pinch of salt, sea salt
1 pinch of pepper, w / mill",100,536.648802,128.2313997,6.829287516,2.719104666,6.584962169,1.852143758,1.146752837,9.611443884,6.201765448,Kolonialen,Norway
89,Sweet chili wok with salmon,"500 g of salmon fillet
0.5 pcs egg noodles
1 bell pepper, red
150 g of sugar peas
1 tbsp soy oil
1 piece of lime
2 tablespoons soy sauce
6 tablespoons sweet chili sauce
1 handful of coriander, fresh",100,648.0351011,155.1888592,8.765738268,1.602441816,7.621136971,2.136589088,1.106447921,10.92140404,0.270030523,Kolonialen,Norway
90,Tacoquiche,"
1 piece pie dough, finished
1 tablespoon olive oil
2 cloves of garlic
200 g of chop dough
2 tablespoons taco seasoning
2 tablespoons water
1 teaspoon sugar
170 g kidney beans
75 g corn
0.5 bell peppers, red
5 spring onions
0.25 pieces of lime, only the juice
2 eggs
1.5 dl crème fraîche
60 g cream cheese, spicy
6 cherry tomatoes, red
60 g of grated cheese
3 cups cream, light
1 taco sauce, medium
1 hp heart salad",100,736.2887682,177.1946732,13.61923953,7.867531102,6.360609777,0.289118626,1.826704048,6.461363238,0.25254074,Kolonialen,Norway
91,Tandoori Salmon with spinach and rice,"
4 salmon fillets
4 tsp tandoori spices
2 tablespoons olive oil
250 g spinach, fresh
2 cloves of garlic, finely chopped
1 tablespoon butter
1 pinch of salt, sea salt
1 pinch of pepper, w / mill
1 piece of lime, the juice of
350 g of yogurt, Greek
1 cucumber, in cubes
1 pinch mint, fresh, finely chopped
2 cloves of garlic, finely chopped
1 teaspoon salt, sea salt
1 teaspoon pepper, m / mill
260 g of basmati rice",100,632.5824176,150.989011,6.873626374,1.714285714,13.24175824,0.384615385,1.192307692,8.450549451,0.19510989,Kolonialen,Norway
92,Thai Noodle,"
250 g egg noodles
1 cucumber, in strips
1 bell pepper, red, in strips
3 carrots, normal size, in strips
4 stem spring onions, in strips
1 handful of coriander, fresh, coarsely chopped
2 handfuls of peanuts, salty, coarsely chopped
10 tablespoons soy sauce
2 tablespoons of honey
2 tablespoons lime, the juice off
2 tablespoons ginger, fresh, finely chopped
2 tablespoons sesame oil
1 handful of coriander, fresh, coarsely chopped
1 tablespoon sesame seeds",100,573.2441963,136.20335,3.812812225,0.565677344,20.48927417,0,1.829268293,4.055245372,0.699676756,Kolonialen,Norway
93,Cod with pesto and pasta mix,"1 piece of cod fillet, frozen
1 teaspoon salt, sea salt
1 teaspoon pepper, m / mill
2 tablespoons butter
400 g pasta fusilli
8 tablespoons pesto, green
1 hp broccoli peas, frozen
2 pieces of tomato
3 tablespoons olive oil",100,1059.62118,254.3047783,15.88463194,3.60525183,19.27464486,0.172191132,1.463624623,7.780886784,0.62311666,Kolonialen,Norway
94,Wok with vegetables and scampi,"400 g scampi
4 pieces of carrot, normal size
1 piece squash
1 cauliflower
3 stem celery
1 bell pepper, red
1 piece of red onion
1 handful of chives, fresh
1 handful of mugs, fresh
3 tablespoons canola oil
3 cloves of garlic
100 g of ginger, fresh",100,149.0093915,35.44320082,1.167502895,0.128650457,2.537630259,0,1.913675544,2.801363695,0.173260002,Kolonialen,Norway
95,Wok with pork and rice,"500 g shredded pork
1 hp jasmine rice (boil-in-bag)
2 tablespoons canola oil
1 teaspoon salt, sea salt
1 teaspoon pepper, m / mill
3 tablespoons soy sauce
1 chili pepper, red, finely chopped
1 tablespoon ginger, fresh, grated
1 piece red onion, in small cubes
4 pieces of carrot, normal size, in small cubes
1 piece of broccoli, in small bouquets
8 pieces of minima, in small pieces
1 bell pepper, red, in small cubes",100,528.5540705,125.8606723,5.13872013,1.792223572,12.88477116,0,1.427703524,6.343661401,0.381227218,Kolonialen,Norway
96,Organic pork neck with mustard sauce and baked beets,"
500 g pork neck, whole
300 g beetroot
1 clove of garlic
1 pinch of salt, sea salt
1 tablespoon thyme, fresh
2 tablespoons olive oil
2 tablespoons balsamic vinegar
4 tablespoons crème fraîche
3 tablespoons mustard, dijon
1 piece of lemon, the juice
1 pinch of salt, sea salt
1 pinch of white pepper, ground",100,715.3479504,172.2592946,12.77407054,4.84270734,4.184938036,0.638703527,1.05815062,9.590085796,0.001429933,Kolonialen,Norway
97,Vegetarlasagne,"200 g of lasagna plates
1 piece of red onion
2 cloves of garlic
3 carrots, normal size
0.5 pcs celery
400 g tomatoes, chopped
200 g spinach, fresh
200 g of feta cheese
2 tablespoons olive oil
1 cup of cream
1 piece mug, fresh
1 teaspoon salt, sea salt
1 teaspoon pepper, m / mill
150 g of grated mozzarella
1 piece salad mix
2 garlic baguettes",100,5.857774865,137.1866295,6.795838112,3.645747993,12.12928068,0,1.618056693,6.062592168,0.315828281,Kolonialen,Norway
98,Wildcat with colorful vegetables,"
3 dl sour cream
4.5 dl water
1 piece parsley
650 g of reindeer, pot meat
1 pc yellow onion
2 tablespoons butter
3 carrots, normal size
250 g aroma soup
1 broccoli
1 kg of potatoes (asterix)
1 piece of cranberry jam",100,485.7887875,115.9061278,5.462842243,2.670143416,7.363754889,1.877444589,1.162972621,8.784876141,0.912177314,Kolonialen,Norway
99,chickpea curry with coconut rice,"300 g	basmatiris
1 pc	yellow onion
2 fat	garlic, fresh
280 g	sun-dried tomatoes in oil
1 pc	eggplant
2 tbsp	curry paste, red
400 g	tomatoes, chopped
600 g	chickpeas
1 tsp	salt, sea salt
250 g	coconut milk
100 g	coconut flakes
10 g	parsley leaves",100,801.4138817,191.0025707,5.681233933,2.36503856,24.35304199,0,5.317052271,7.909168809,0.297172236,Kolonialen,Norway
100,cacio e pepe potatoes with fish ,"800 g	potatoes (amandine)
1 pinch	salt, sea salt
6 tbsp	olive oil, extra virgin
100 g	parmesan , grated
2 tbsp	pepper, hel
4 pcs	cod fillet, fresh
1 pc	orange , juice and peel
1 pc	orange , sliced
2 tbsp	olive oil, extra virgin
1 handful	basil, fresh
1 handful	dill, fresh",100,476.5285667,113.5983963,4.790344136,1.303040428,6.360674908,0,1.219512195,10.6665553,0.120907117,Kolonialen,Norway
