Ingredients,sample_id,Source,Amounts_kg,FoodEx2,food_group,CO2,Landuse
tofu,sweet sour tofu,bbc,0.075,A03TF,"Products for non-standard diets, food imitates and food supplements",0.170870410575,0.34028380635
tofu,Tofu balls with herbs,kochbar,0.3,A03TF,"Products for non-standard diets, food imitates and food supplements",0.6834816423,1.3611352254
tofu,tofu scramble 0,bbc,0.28,A03TF,"Products for non-standard diets, food imitates and food supplements",0.63791619948,1.2703928770400001
tofu,Tofu with orange-ginger beans,alberheijn,0.36,A03TF,"Products for non-standard diets, food imitates and food supplements",0.82017797076,1.63336227048
tofu,Vegan Tofu Kebab,alberheijn,0.375,A03TF,"Products for non-standard diets, food imitates and food supplements",0.8543520528749999,1.70141903175
tofu,Vegetarian minced tofu,alberheijn,0.375,A03TF,"Products for non-standard diets, food imitates and food supplements",0.8543520528749999,1.70141903175
tofu,Vegetarian Pie with vegetarian mince,alberheijn,0.36,A03TF,"Products for non-standard diets, food imitates and food supplements",0.82017797076,1.63336227048
tofu,Veggie Vitamin Cick,kochbar,0.5,A03TF,"Products for non-standard diets, food imitates and food supplements",1.1391360705,2.268558709
tomato canned,aarsis tofu curry,allrecipes,0.42525,A00ZC,Vegetables and vegetable products,0.81762247282275,0.027792965592
tomato canned,beef curry,bbc,0.4,A00ZC,Vegetables and vegetable products,0.7690746364000001,0.0261427072
tomato canned,cabbage soup,bbc,0.4,A00ZC,Vegetables and vegetable products,0.7690746364000001,0.0261427072
tomato canned,cream of tomato gorgonzola soup,allrecipes,0.411075,A00ZC,Vegetables and vegetable products,0.790368390395325,0.0268665334056
tomato canned,friday night veggie soup,allrecipes,0.411075,A00ZC,Vegetables and vegetable products,0.790368390395325,0.0268665334056
tomato canned,lamb barley soup,allrecipes,0.7938000000000001,A00ZC,Vegetables and vegetable products,1.5262286159358,0.0518802024384
tomato canned,rich tomato soup pesto,bbc,1.2,A00ZC,Vegetables and vegetable products,2.3072239091999998,0.0784281216
tomato canned,spinach ricotta pancake bake,bbc,0.4,A00ZC,Vegetables and vegetable products,0.7690746364000001,0.0261427072
tomato canned,Vegetable soup with chicken and rice,alberheijn,0.2,A00ZC,Vegetables and vegetable products,0.38453731820000003,0.0130713536
chocolate semi-sweet,absolutely sinful chocolate chocolate chip cookies,allrecipes,0.49705600000000005,A034G,"Sugar and similar, confectionery and water-based sweet desserts",3.849372106490624,5.15806939052832
chocolate semi-sweet,biscuit tortoni,allrecipes,0.186396,A034G,"Sugar and similar, confectionery and water-based sweet desserts",1.443514539933984,1.93427602144812
chocolate semi-sweet,Brownies with white chocolate,alberheijn,0.3,A034G,"Sugar and similar, confectionery and water-based sweet desserts",2.3233028711999997,3.1131719909999997
chocolate semi-sweet,Cake with Milka Chocolate Hearts,kochbar,0.13041679160419792,A034G,"Sugar and similar, confectionery and water-based sweet desserts",1.009992354622417,1.353366342594243
chocolate semi-sweet,chewy chocolate chip cookies,bbc,0.35,A034G,"Sugar and similar, confectionery and water-based sweet desserts",2.7105200164,3.6320339894999996
chocolate semi-sweet,Chocolate cake with kruidnoten,alberheijn,0.2,A034G,"Sugar and similar, confectionery and water-based sweet desserts",1.5488685808,2.075447994
chocolate semi-sweet,chocolate caramel nut cake,allrecipes,0.24852800000000003,A034G,"Sugar and similar, confectionery and water-based sweet desserts",1.924686053245312,2.57903469526416
chocolate semi-sweet,"Chocolate cherry cake, quick and easy",kochbar,0.16,A034G,"Sugar and similar, confectionery and water-based sweet desserts",1.23909486464,1.6603583952
chocolate semi-sweet,chocolate muffins,bbc,0.05,A034G,"Sugar and similar, confectionery and water-based sweet desserts",0.3872171452,0.5188619985
chocolate semi-sweet,Chocolate puffs,alberheijn,0.2,A034G,"Sugar and similar, confectionery and water-based sweet desserts",1.5488685808,2.075447994
chocolate semi-sweet,Chocolate souffle,kochbar,0.1,A034G,"Sugar and similar, confectionery and water-based sweet desserts",0.7744342904,1.037723997
chocolate semi-sweet,chocolate syrup brownies,allrecipes,0.12426400000000001,A034G,"Sugar and similar, confectionery and water-based sweet desserts",0.962343026622656,1.28951734763208
chocolate semi-sweet,coconut cookies,bbc,0.1,A034G,"Sugar and similar, confectionery and water-based sweet desserts",0.7744342904,1.037723997
chocolate semi-sweet,double chocolate cake ii,allrecipes,0.276878,A034G,"Sugar and similar, confectionery and water-based sweet desserts",2.144238174573712,2.8732294484136602
chocolate semi-sweet,easy chocolate cake,bbc,0.05,A034G,"Sugar and similar, confectionery and water-based sweet desserts",0.3872171452,0.5188619985
chocolate semi-sweet,Marmer cake,alberheijn,0.1,A034G,"Sugar and similar, confectionery and water-based sweet desserts",0.7744342904,1.037723997
chocolate semi-sweet,Rice flan,alberheijn,0.05,A034G,"Sugar and similar, confectionery and water-based sweet desserts",0.3872171452,0.5188619985
chocolate semi-sweet,Sleigh cake,alberheijn,0.05,A034G,"Sugar and similar, confectionery and water-based sweet desserts",0.3872171452,0.5188619985
chocolate unsweetened,absolutely sinful chocolate chocolate chip cookies,allrecipes,0.059535000000000005,A034G,"Sugar and similar, confectionery and water-based sweet desserts",0.46105945478964,0.61780898161395
sugar,absolutely sinful chocolate chocolate chip cookies,allrecipes,0.275625,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.16559111260125,0.319765603145625
sugar,Almond cookies,kochbar,0.07,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.042054885740000006,0.08121031191
sugar,amazing chocolate cupcakes,bbc,0.14,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.08410977148000001,0.16242062382
sugar,american pancakes,bbc,0.013493253373313344,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.008106531841079461,0.01565416164467766
sugar,angel biscuits ii,allrecipes,0.040479760119940034,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.024319595523238383,0.04696248493403299
sugar,anzac biscuits with almonds,allrecipes,0.22050000000000003,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.13247289008100002,0.2558124825165
sugar,Apple cookies,kochbar,0.06,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.03604704492,0.06960883878
sugar,Apple pancake,kochbar,0.026986506746626688,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.016213063682158923,0.03130832328935532
sugar,apple puff pancake,allrecipes,0.040479760119940034,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.024319595523238383,0.04696248493403299
sugar,Apple semolina cake,alberheijn,0.1,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.0600784082,0.1160147313
sugar,applesauce cake iii,allrecipes,0.22050000000000003,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.13247289008100002,0.2558124825165
sugar,baked fudge cake,allrecipes,0.44100000000000006,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.26494578016200004,0.511624965033
sugar,baked pancakes with sausages,allrecipes,0.0225,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.013517641845,0.0261033145425
sugar,bangers n mash with onion gravy,bbc,2.8125e-4,A032J,"Sugar and similar, confectionery and water-based sweet desserts",1.6897052306249997e-4,3.2629143178124995e-4
sugar,beef curry,bbc,0.0045,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.0027035283689999996,0.005220662908499999
sugar,Blueberry pancakes,kochbar,0.040479760119940034,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.024319595523238383,0.04696248493403299
sugar,Breton butter biscuits,alberheijn,0.13,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.07810193066,0.15081915069
sugar,broccoli beef i,allrecipes,0.026986506746626688,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.016213063682158923,0.03130832328935532
sugar,Brownies with white chocolate,alberheijn,0.19,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.11414897558,0.22042798947
sugar,Cake with Milka Chocolate Hearts,kochbar,0.125,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.07509801025,0.145018414125
sugar,cardamom biscuits,allrecipes,0.013493253373313344,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.008106531841079461,0.01565416164467766
sugar,carrot cake,bbc,0.335,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.20126266747000002,0.388649349855
sugar,chewy chocolate chip cookies,bbc,0.12849325337331335,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.07719670127107947,0.14907110263967766
sugar,Chocolate cake with kruidnoten,alberheijn,0.065,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.03905096533,0.075409575345
sugar,"Chocolate cherry cake, quick and easy",kochbar,0.115,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.06909016943,0.133416940995
sugar,Chocolate coconut cake,kochbar,0.2,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.1201568164,0.2320294626
sugar,chocolate fudge crinkle biscuits,bbc,0.4,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.2403136328,0.4640589252
sugar,chocolate muffins,bbc,0.06,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.03604704492,0.06960883878
sugar,chocolate raspberry birthday layer cake,bbc,0.25,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.1501960205,0.29003682825
sugar,Chocolate souffle,kochbar,0.08,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.04806272656,0.09281178504
sugar,chocolate supreme pie,allrecipes,0.026986506746626688,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.016213063682158923,0.03130832328935532
sugar,chocolate syrup brownies,allrecipes,0.55125,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.3311822252025,0.63953120629125
sugar,classic victoria sandwich recipe,bbc,0.2,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.1201568164,0.2320294626
sugar,coconut cookies,bbc,0.075,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.04505880615,0.08701104847499999
sugar,corn meal supper biscuits,allrecipes,0.0045,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.0027035283689999996,0.005220662908499999
sugar,double chocolate cake ii,allrecipes,0.22050000000000003,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.13247289008100002,0.2558124825165
sugar,Dry cake,kochbar,0.2,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.1201568164,0.2320294626
sugar,easy chocolate cake,bbc,0.2,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.1201568164,0.2320294626
sugar,Fat free yoghurt oatmeal cookies,kochbar,0.165375,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.09935466756075,0.19185936188737499
sugar,french onion soup,bbc,0.0045,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.0027035283689999996,0.005220662908499999
sugar,kellys pressure cooker beef stew,allrecipes,0.026986506746626688,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.016213063682158923,0.03130832328935532
sugar,Lemon curd and blackberry crepes,alberheijn,0.03,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.01802352246,0.03480441939
sugar,Marmer cake,alberheijn,0.2,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.1201568164,0.2320294626
sugar,Monchou cake,alberheijn,0.125,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.07509801025,0.145018414125
sugar,oat biscuits 0,bbc,0.05,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.0300392041,0.05800736565
sugar,Oatmeal cookies,kochbar,0.15,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.0901176123,0.17402209694999998
sugar,Peanut butter cake,kochbar,0.16349325337331333,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.09822414414107945,0.18967625859467763
sugar,Pear cake,alberheijn,0.2,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.1201568164,0.2320294626
sugar,Quiche with Onions and Roasted Bell Peppers,kochbar,0.009,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.005407056737999999,0.010441325816999998
sugar,raw vegan broccoli salad,bbc,0.013493253373313344,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.008106531841079461,0.01565416164467766
sugar,Rhubarb crumble cake,kochbar,0.2,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.1201568164,0.2320294626
sugar,Rice flan,alberheijn,0.175,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.10513721435,0.20302577977499997
sugar,rich tomato soup pesto,bbc,0.0045,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.0027035283689999996,0.005220662908499999
sugar,Ricotta pancakes with caramelized bananas,kochbar,0.05,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.0300392041,0.05800736565
sugar,Roasted tomato soup,alberheijn,0.009,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.005407056737999999,0.010441325816999998
sugar,school days sprinkle sponge,bbc,0.2,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.1201568164,0.2320294626
sugar,shortbread biscuits,bbc,0.05,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.0300392041,0.05800736565
sugar,Spicy chocolate milk,alberheijn,0.06349325337331335,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.038145735941079464,0.07366152729467766
sugar,Strawberry and kiwi cake,alberheijn,0.1,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.0600784082,0.1160147313
sugar,vegan banana pancakes,bbc,0.026986506746626688,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.016213063682158923,0.03130832328935532
sugar,vegan lemon cake,bbc,0.2,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.1201568164,0.2320294626
sugar,White chocolate and cherry cake,alberheijn,0.18,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.10814113476,0.20882651634
sugar,Zebra cake,kochbar,0.22,A032J,"Sugar and similar, confectionery and water-based sweet desserts",0.13217249804,0.25523240886
wheat flour,absolutely sinful chocolate chocolate chip cookies,allrecipes,0.3185,A003X,Grains and grain-based products,0.18096780633749998,1.0762689615405
wheat flour,Almond cookies,kochbar,0.28,A003X,Grains and grain-based products,0.159092577,0.94617051564
wheat flour,amazing chocolate cupcakes,bbc,0.1,A003X,Grains and grain-based products,0.0568187775,0.3379180413
wheat flour,american pancakes,bbc,0.2,A003X,Grains and grain-based products,0.113637555,0.6758360826
wheat flour,angel biscuits ii,allrecipes,0.79625,A003X,Grains and grain-based products,0.45241951584374995,2.69067240385125
wheat flour,anzac biscuits with almonds,allrecipes,0.27868750000000003,A003X,Grains and grain-based products,0.1583468305453125,0.9417353413479376
wheat flour,Apple cookies,kochbar,0.25,A003X,Grains and grain-based products,0.14204694375,0.84479510325
wheat flour,Apple pancake,kochbar,0.125,A003X,Grains and grain-based products,0.071023471875,0.422397551625
wheat flour,apple puff pancake,allrecipes,0.15925,A003X,Grains and grain-based products,0.09048390316874999,0.53813448077025
wheat flour,apple yogurt pancakes,allrecipes,0.398125,A003X,Grains and grain-based products,0.22620975792187498,1.345336201925625
wheat flour,applesauce cake iii,allrecipes,0.3185,A003X,Grains and grain-based products,0.18096780633749998,1.0762689615405
wheat flour,Asparagus pancake,kochbar,0.06,A003X,Grains and grain-based products,0.034091266499999995,0.20275082477999998
wheat flour,Bacon pancakes with onion,alberheijn,0.25,A003X,Grains and grain-based products,0.14204694375,0.84479510325
wheat flour,Baden onion soup,kochbar,2.03125e-4,A003X,Grains and grain-based products,1.1541314179687498e-4,6.86396021390625e-4
wheat flour,baked fudge cake,allrecipes,0.079625,A003X,Grains and grain-based products,0.045241951584374995,0.269067240385125
wheat flour,baked pancakes with sausages,allrecipes,0.27868750000000003,A003X,Grains and grain-based products,0.1583468305453125,0.9417353413479376
wheat flour,bangers n mash with onion gravy,bbc,0.00325,A003X,Grains and grain-based products,0.0018466102687499997,0.01098233634225
wheat flour,beef bourguignon,bbc,0.029235382308845575,A003X,Grains and grain-based products,0.01661118682533733,0.09879163126461768
wheat flour,beef goulash,bbc,0.03,A003X,Grains and grain-based products,0.017045633249999997,0.10137541238999999
wheat flour,beef stroganoff,bbc,0.009745127436281859,A003X,Grains and grain-based products,0.005537062275112443,0.03293054375487256
wheat flour,beef tips and merlot gravy with beef and onion rice,allrecipes,0.0398125,A003X,Grains and grain-based products,0.022620975792187498,0.1345336201925625
wheat flour,Blueberry pancakes,kochbar,0.225,A003X,Grains and grain-based products,0.127842249375,0.760315592925
wheat flour,Breton butter biscuits,alberheijn,0.2,A003X,Grains and grain-based products,0.113637555,0.6758360826
wheat flour,broccoli beef i,allrecipes,0.0398125,A003X,Grains and grain-based products,0.022620975792187498,0.1345336201925625
wheat flour,Brownies with white chocolate,alberheijn,0.2,A003X,Grains and grain-based products,0.113637555,0.6758360826
wheat flour,Cake with Milka Chocolate Hearts,kochbar,0.125,A003X,Grains and grain-based products,0.071023471875,0.422397551625
wheat flour,cardamom biscuits,allrecipes,0.23887500000000003,A003X,Grains and grain-based products,0.135725854753125,0.807201721155375
wheat flour,carrot cake,bbc,0.265,A003X,Grains and grain-based products,0.150569760375,0.895482809445
wheat flour,charred onion whipped feta flatbreads,bbc,0.3,A003X,Grains and grain-based products,0.17045633249999997,1.0137541238999999
wheat flour,cheese onion pie,bbc,0.25,A003X,Grains and grain-based products,0.14204694375,0.84479510325
wheat flour,chewy chocolate chip cookies,bbc,0.19,A003X,Grains and grain-based products,0.10795567724999999,0.64204427847
wheat flour,Chocolate cake with kruidnoten,alberheijn,0.32030000000000003,A003X,Grains and grain-based products,0.1819905443325,1.0823514862839
wheat flour,"Chocolate cherry cake, quick and easy",kochbar,0.125,A003X,Grains and grain-based products,0.071023471875,0.422397551625
wheat flour,Chocolate coconut cake,kochbar,0.1,A003X,Grains and grain-based products,0.0568187775,0.3379180413
wheat flour,chocolate fudge crinkle biscuits,bbc,0.36,A003X,Grains and grain-based products,0.20454759899999997,1.21650494868
wheat flour,chocolate muffins,bbc,0.125,A003X,Grains and grain-based products,0.071023471875,0.422397551625
wheat flour,Chocolate puffs,alberheijn,0.1,A003X,Grains and grain-based products,0.0568187775,0.3379180413
wheat flour,chocolate raspberry birthday layer cake,bbc,0.25,A003X,Grains and grain-based products,0.14204694375,0.84479510325
wheat flour,Chocolate souffle,kochbar,0.08,A003X,Grains and grain-based products,0.045455022,0.27033443304
wheat flour,chocolate syrup brownies,allrecipes,0.17915625,A003X,Grains and grain-based products,0.10179439106484374,0.6054012908665312
wheat flour,classic victoria sandwich recipe,bbc,0.2,A003X,Grains and grain-based products,0.113637555,0.6758360826
wheat flour,coconut cookies,bbc,0.275,A003X,Grains and grain-based products,0.156251638125,0.9292746135750001
wheat flour,corn meal supper biscuits,allrecipes,0.23887500000000003,A003X,Grains and grain-based products,0.135725854753125,0.807201721155375
wheat flour,creamed beef,allrecipes,0.079625,A003X,Grains and grain-based products,0.045241951584374995,0.269067240385125
wheat flour,Creamy Filled Meatballs,kochbar,0.0487256371814093,A003X,Grains and grain-based products,0.027685311375562217,0.16465271877436283
wheat flour,double chocolate cake ii,allrecipes,0.1990625,A003X,Grains and grain-based products,0.11310487896093749,0.6726681009628125
wheat flour,Dry cake,kochbar,0.5,A003X,Grains and grain-based products,0.2840938875,1.6895902065
wheat flour,easy chocolate cake,bbc,0.2,A003X,Grains and grain-based products,0.113637555,0.6758360826
wheat flour,Egg balls,alberheijn,0.05255250000000001,A003X,Grains and grain-based products,0.0298596880456875,0.17758437865418253
wheat flour,Fat free yoghurt oatmeal cookies,kochbar,0.15925,A003X,Grains and grain-based products,0.09048390316874999,0.53813448077025
wheat flour,Fiery Beef Roulades,kochbar,0.05,A003X,Grains and grain-based products,0.02840938875,0.16895902065
wheat flour,french onion soup,bbc,0.019490254872563718,A003X,Grains and grain-based products,0.011074124550224886,0.06586108750974512
wheat flour,ginger biscuits,bbc,0.25,A003X,Grains and grain-based products,0.14204694375,0.84479510325
wheat flour,kellys pressure cooker beef stew,allrecipes,0.079625,A003X,Grains and grain-based products,0.045241951584374995,0.269067240385125
wheat flour,kens texas chili,allrecipes,0.029235382308845575,A003X,Grains and grain-based products,0.01661118682533733,0.09879163126461768
wheat flour,Marmer cake,alberheijn,0.2,A003X,Grains and grain-based products,0.113637555,0.6758360826
wheat flour,mushroom soup,bbc,0.019490254872563718,A003X,Grains and grain-based products,0.011074124550224886,0.06586108750974512
wheat flour,Oatmeal cookies,kochbar,0.125,A003X,Grains and grain-based products,0.071023471875,0.422397551625
wheat flour,pancakes one,bbc,0.04,A003X,Grains and grain-based products,0.022727511,0.13516721652
wheat flour,Pancakes with apple and bacon,kochbar,0.1,A003X,Grains and grain-based products,0.0568187775,0.3379180413
wheat flour,Pear cake,alberheijn,0.25,A003X,Grains and grain-based products,0.14204694375,0.84479510325
wheat flour,perfect pancakes recipe,bbc,0.1,A003X,Grains and grain-based products,0.0568187775,0.3379180413
wheat flour,Quiche with Onions and Roasted Bell Peppers,kochbar,0.37,A003X,Grains and grain-based products,0.21022947674999998,1.25029675281
wheat flour,Rhubarb crumble cake,kochbar,0.4,A003X,Grains and grain-based products,0.22727511,1.3516721652
wheat flour,Rhubarb pie,kochbar,0.15,A003X,Grains and grain-based products,0.08522816624999999,0.5068770619499999
wheat flour,Ricotta pancakes with caramelized bananas,kochbar,0.12,A003X,Grains and grain-based products,0.06818253299999999,0.40550164955999995
wheat flour,Sausages with onion gravy,alberheijn,0.009745127436281859,A003X,Grains and grain-based products,0.005537062275112443,0.03293054375487256
wheat flour,school days sprinkle sponge,bbc,0.2,A003X,Grains and grain-based products,0.113637555,0.6758360826
wheat flour,shortbread biscuits,bbc,0.15,A003X,Grains and grain-based products,0.08522816624999999,0.5068770619499999
wheat flour,spinach ricotta pancake bake,bbc,0.0875,A003X,Grains and grain-based products,0.04971643031249999,0.29567828613749997
wheat flour,Strawberry and kiwi cake,alberheijn,0.065,A003X,Grains and grain-based products,0.036932205375,0.219646726845
wheat flour,vegan banana pancakes,bbc,0.12,A003X,Grains and grain-based products,0.06818253299999999,0.40550164955999995
wheat flour,vegan lemon cake,bbc,0.275,A003X,Grains and grain-based products,0.156251638125,0.9292746135750001
wheat flour,White chocolate and cherry cake,alberheijn,0.2,A003X,Grains and grain-based products,0.113637555,0.6758360826
wheat flour,Wild Garlic and Asparagus Soup,kochbar,0.0065,A003X,Grains and grain-based products,0.0036932205374999995,0.0219646726845
egg yolk,Almond cookies,kochbar,0.018,A031S,Eggs and egg products,0.088639374294,0.27513586962
egg yolk,Baden onion soup,kochbar,0.036,A031S,Eggs and egg products,0.177278748588,0.55027173924
egg yolk,Chocolate coconut cake,kochbar,0.036,A031S,Eggs and egg products,0.177278748588,0.55027173924
egg yolk,Chocolate souffle,kochbar,0.036,A031S,Eggs and egg products,0.177278748588,0.55027173924
egg yolk,ginger biscuits,bbc,0.018,A031S,Eggs and egg products,0.088639374294,0.27513586962
egg yolk,kaylas southern pecan mist cake,allrecipes,0.216,A031S,Eggs and egg products,1.063672491528,3.30163043544
egg yolk,Muesli cookies,kochbar,0.018,A031S,Eggs and egg products,0.088639374294,0.27513586962
egg yolk,Quiche with Onions and Roasted Bell Peppers,kochbar,0.036,A031S,Eggs and egg products,0.177278748588,0.55027173924
egg yolk,Rhubarb crumble cake,kochbar,0.018,A031S,Eggs and egg products,0.088639374294,0.27513586962
egg yolk,Ricotta pancakes with caramelized bananas,kochbar,0.072,A031S,Eggs and egg products,0.354557497176,1.10054347848
egg yolk,Zebra cake,kochbar,0.09,A031S,Eggs and egg products,0.44319687147000003,1.3756793481
cocoa powder,amazing chocolate cupcakes,bbc,0.02,A03HG,"Coffee, cocoa, tea and infusions",0.32144775680000004,0.44315663
cocoa powder,baked fudge cake,allrecipes,0.061250000000000006,A03HG,"Coffee, cocoa, tea and infusions",0.9844337552000002,1.3571671793750002
cocoa powder,chewy chocolate chip cookies,bbc,0.005,A03HG,"Coffee, cocoa, tea and infusions",0.08036193920000001,0.1107891575
cocoa powder,Chocolate coconut cake,kochbar,0.037481259370314844,A03HG,"Coffee, cocoa, tea and infusions",0.6024133373313344,0.8305034295352325
cocoa powder,chocolate fudge crinkle biscuits,bbc,0.12,A03HG,"Coffee, cocoa, tea and infusions",1.9286865408,2.65893978
cocoa powder,chocolate muffins,bbc,0.025,A03HG,"Coffee, cocoa, tea and infusions",0.40180969600000005,0.5539457875
cocoa powder,chocolate raspberry birthday layer cake,bbc,0.029985007496251874,A03HG,"Coffee, cocoa, tea and infusions",0.4819306698650675,0.664402743628186
cocoa powder,Chocolate souffle,kochbar,0.04497751124437781,A03HG,"Coffee, cocoa, tea and infusions",0.7228960047976012,0.9966041154422788
cocoa powder,easy chocolate cake,bbc,0.052473763118440785,A03HG,"Coffee, cocoa, tea and infusions",0.8433786722638682,1.1627048013493255
cocoa powder,Mug cake,alberheijn,0.0025,A03HG,"Coffee, cocoa, tea and infusions",0.040180969600000005,0.05539457875
cocoa powder,Sleigh cake,alberheijn,0.014992503748125937,A03HG,"Coffee, cocoa, tea and infusions",0.24096533493253375,0.332201371814093
cocoa powder,Spicy chocolate milk,alberheijn,0.05,A03HG,"Coffee, cocoa, tea and infusions",0.8036193920000001,1.107891575
cocoa powder,Zebra cake,kochbar,0.014992503748125937,A03HG,"Coffee, cocoa, tea and infusions",0.24096533493253375,0.332201371814093
unsalted butter,amazing chocolate cupcakes,bbc,0.04,A039C,Animal and vegetable fats and oils and primary derivatives thereof,1.344469296,1.3354735152000001
unsalted butter,Bacon pancakes with onion,alberheijn,0.025,A039C,Animal and vegetable fats and oils and primary derivatives thereof,0.8402933100000001,0.8346709470000001
unsalted butter,Breton butter biscuits,alberheijn,0.15,A039C,Animal and vegetable fats and oils and primary derivatives thereof,5.04175986,5.008025682
unsalted butter,Brownies with white chocolate,alberheijn,0.2,A039C,Animal and vegetable fats and oils and primary derivatives thereof,6.722346480000001,6.677367576000001
unsalted butter,Chocolate cake with kruidnoten,alberheijn,0.2,A039C,Animal and vegetable fats and oils and primary derivatives thereof,6.722346480000001,6.677367576000001
unsalted butter,Chocolate puffs,alberheijn,0.075,A039C,Animal and vegetable fats and oils and primary derivatives thereof,2.52087993,2.504012841
unsalted butter,chocolate supreme pie,allrecipes,0.12,A039C,Animal and vegetable fats and oils and primary derivatives thereof,4.033407888,4.0064205456
unsalted butter,coconut cookies,bbc,0.2,A039C,Animal and vegetable fats and oils and primary derivatives thereof,6.722346480000001,6.677367576000001
unsalted butter,easy chocolate cake,bbc,0.2,A039C,Animal and vegetable fats and oils and primary derivatives thereof,6.722346480000001,6.677367576000001
unsalted butter,Gourmet pancakes,alberheijn,0.03,A039C,Animal and vegetable fats and oils and primary derivatives thereof,1.008351972,1.0016051364
unsalted butter,"Leek mash with sweet potato, pickled onion and pork bratwurst",alberheijn,0.05,A039C,Animal and vegetable fats and oils and primary derivatives thereof,1.6805866200000001,1.6693418940000002
unsalted butter,Lemon curd and blackberry crepes,alberheijn,0.00375,A039C,Animal and vegetable fats and oils and primary derivatives thereof,0.1260439965,0.12520064205
unsalted butter,Limburgs Zuurvlees,alberheijn,0.05,A039C,Animal and vegetable fats and oils and primary derivatives thereof,1.6805866200000001,1.6693418940000002
unsalted butter,ma lipos apricot glazed turkey with roasted onion and shallot gravy,allrecipes,0.21384187500000001,A039C,Animal and vegetable fats and oils and primary derivatives thereof,7.187595878414251,7.139504012580226
unsalted butter,Marmer cake,alberheijn,0.2,A039C,Animal and vegetable fats and oils and primary derivatives thereof,6.722346480000001,6.677367576000001
unsalted butter,Minced meat hash with puree,alberheijn,0.025,A039C,Animal and vegetable fats and oils and primary derivatives thereof,0.8402933100000001,0.8346709470000001
unsalted butter,Monchou cake,alberheijn,0.05,A039C,Animal and vegetable fats and oils and primary derivatives thereof,1.6805866200000001,1.6693418940000002
unsalted butter,Rice flan,alberheijn,0.025,A039C,Animal and vegetable fats and oils and primary derivatives thereof,0.8402933100000001,0.8346709470000001
