FoodID,Food,Foodgroup,unit,g
04.349,"Saithe, breaded, industrially made, First Price","Lean fish, prepared",portion,200
04.350,"Saithe, breaded, industrially made, Lerøy","Lean fish, prepared",portion,200
04.241,"Saithe, fillet, rolled in breadcrumbs, fried in fat","Lean fish, prepared",portion,200
04.069,"Saithe, fillet, rolled in breadcrumbs, raw","Lean fish, prepared",portion,200
04.237,"Saithe, fillet, rolled in flour, fried in butter","Lean fish, prepared",portion,200
04.320,"Saithe, fillet, rolled in flour, fried in fat","Lean fish, prepared",portion,200
04.280,"Saithe, fillet, rolled in flour, fried in fat, fried onions included","Lean fish, prepared",portion,200
04.238,"Saithe, fillet, rolled in flour, fried in hard margarine","Lean fish, prepared",portion,200
04.239,"Saithe, fillet, rolled in flour, fried in soft margarine","Lean fish, prepared",portion,200
04.240,"Saithe, fillet, rolled in flour, fried in soy oil","Lean fish, prepared",portion,200
04.071,"Saithe, fillet, rolled in flour, with fried onion, frozen, industrially made","Lean fish, prepared",portion,200
04.236,"Saithe, simmered","Lean fish, prepared",portion,200
04.041,"Stockfish, dried fish","Lean fish, prepared",portion,200
04.086,"Anchovy fillets, canned","Fish products, sandwich fish",one,5
04.087,"Caviar spread, cod roe","Fish products, sandwich fish",slice,45
04.274,"Fish paté, lean fish","Fish products, sandwich fish",slice,50
04.275,"Fish paté, salmon","Fish products, sandwich fish",slice,50
04.289,"Herring, pickled, cured, marinated, drained","Fish products, sandwich fish",for a slice of bread,25
04.290,"Herring, pickled, drained","Fish products, sandwich fish",for a slice of bread,25
04.287,"Herring, pickled, marinated, with mayonnaise and sour cream","Fish products, sandwich fish",for a slice of bread,25
04.288,"Herring, pickled, marinated, with mustard sauce","Fish products, sandwich fish",for a slice of bread,25
04.329,"Mackerel fillet, in tomato sauce, 50 %","Fish products, sandwich fish",for a slice of bread,40
04.328,"Mackerel fillet, in tomato sauce, 60 % mackerel, canned","Fish products, sandwich fish",for a slice of bread,40
04.097,"Mackerel fillet, in tomato sauce, 70 % mackerel, canned","Fish products, sandwich fish",for a slice of bread,40
04.101,"Roe paste, canned","Fish products, sandwich fish",for a slice of bread,15
04.322,"Sprat in oil, drained, canned","Fish products, sandwich fish",for a slice of bread,25
04.321,"Sprat in tomato sauce, canned","Fish products, sandwich fish",for a slice of bread,25
04.108,"Tuna in water, drained, canned","Fish products, sandwich fish",dl,95
04.108,"Tuna in water, drained, canned","Fish products, sandwich fish",tbsp,14
04.106,"Tuna, in jelly, canned","Fish products, sandwich fish",dl,95
04.106,"Tuna, in jelly, canned","Fish products, sandwich fish",tbsp,14
04.285,"Tuna, in oil, canned","Fish products, sandwich fish",dl,95
04.285,"Tuna, in oil, canned","Fish products, sandwich fish",tbsp,14
04.107,"Tuna, in oil, drained, canned","Fish products, sandwich fish",dl,95
04.107,"Tuna, in oil, drained, canned","Fish products, sandwich fish",tbsp,14
04.332,"Sashimi, halibut, Atlantic","Fish products, prepared",one,20
04.331,"Sashimi, salmon","Fish products, prepared",one,20
04.333,"Sashimi, tuna","Fish products, prepared",one,20
04.277,"Shrimp, battered, pre-fried, fried in soy oil","Fish products, prepared",netto,7
04.277,"Shrimp, battered, pre-fried, fried in soy oil","Fish products, prepared",portion,190
04.207,"Shrimp, battered, pre-fried, frozen","Fish products, prepared",netto,7
04.207,"Shrimp, battered, pre-fried, frozen","Fish products, prepared",portion,190
04.368,"Sushi, maki, california","Fish products, prepared",one,25
04.338,"Sushi, maki, halibut, Atlantic","Fish products, prepared",one,25
04.337,"Sushi, maki, salmon","Fish products, prepared",one,25
04.370,"Sushi, maki, scampi","Fish products, prepared",one,25
04.369,"Sushi, maki, tempura","Fish products, prepared",one,25
04.339,"Sushi, maki, tuna","Fish products, prepared",one,25
04.335,"Sushi, nigiri, halibut, Atlantic","Fish products, prepared",one,30
04.334,"Sushi, nigiri, salmon","Fish products, prepared",one,30
04.372,"Sushi, nigiri, scallops","Fish products, prepared",one,30
04.371,"Sushi, nigiri, scampi","Fish products, prepared",one,30
04.336,"Sushi, nigiri, tuna","Fish products, prepared",one,30
04.055,"Crab, boiled","Shellfish, fish offal",portion,150
04.121,"Crawfish, boiled","Shellfish, fish offal",portion,150
04.054,"Lobster, boiled","Shellfish, fish offal",portion,150
04.076,"Mussel, blue, canned, drained","Shellfish, fish offal",netto,8
04.076,"Mussel, blue, canned, drained","Shellfish, fish offal",dl,70
04.053,"Mussel, blue, raw","Shellfish, fish offal",brutto,15
04.053,"Mussel, blue, raw","Shellfish, fish offal",netto,8
04.053,"Mussel, blue, raw","Shellfish, fish offal",portion,115
04.053,"Mussel, blue, raw","Shellfish, fish offal",dl,70
04.058,"Oyster, common, raw","Shellfish, fish offal",brutto,100
04.058,"Oyster, common, raw","Shellfish, fish offal",netto,10
04.114,"Scallop, raw","Shellfish, fish offal",brutto,10
04.114,"Scallop, raw","Shellfish, fish offal",netto,8
04.098,"Shrimps, in brine, drained","Shellfish, fish offal",dl,70
04.057,"Shrimps, Northern, boiled","Shellfish, fish offal",portion,150
04.258,"Snails, canned","Shellfish, fish offal",dl,70
05.351,"Cake mix, gluten-free, powder, Toro",Flour,dl,40
05.351,"Cake mix, gluten-free, powder, Toro",Flour,ms,7
05.351,"Cake mix, gluten-free, powder, Toro",Flour,tbsp,8
05.351,"Cake mix, gluten-free, powder, Toro",Flour,tsp,3.5
05.121,"Flour, 40 % wholemeal, wheat and rye",Flour,dl,60
05.121,"Flour, 40 % wholemeal, wheat and rye",Flour,ms,9
05.121,"Flour, 40 % wholemeal, wheat and rye",Flour,tbsp,9
05.121,"Flour, 40 % wholemeal, wheat and rye",Flour,tsp,3.5
05.251,"Flour, gluten-free, mix for wholemeal bread",Flour,dl,45
05.251,"Flour, gluten-free, mix for wholemeal bread",Flour,ms,8
05.251,"Flour, gluten-free, mix for wholemeal bread",Flour,tbsp,9
05.251,"Flour, gluten-free, mix for wholemeal bread",Flour,tsp,4
05.424,"Gluten-free flour, coarse, Semper",Flour,dl,45
05.424,"Gluten-free flour, coarse, Semper",Flour,ms,8
05.424,"Gluten-free flour, coarse, Semper",Flour,tbsp,9
05.424,"Gluten-free flour, coarse, Semper",Flour,tsp,4
05.250,"Gluten-free flour, mix for white bread",Flour,dl,40
05.250,"Gluten-free flour, mix for white bread",Flour,ms,7
05.250,"Gluten-free flour, mix for white bread",Flour,tbsp,8
05.250,"Gluten-free flour, mix for white bread",Flour,tsp,3.5
05.426,"Gluten-free flour, Schär",Flour,dl,45
05.426,"Gluten-free flour, Schär",Flour,ms,8
05.426,"Gluten-free flour, Schär",Flour,tbsp,9
05.426,"Gluten-free flour, Schär",Flour,tsp,4
05.223,"Rice flour, rice starch",Flour,dl,70
05.223,"Rice flour, rice starch",Flour,ms,11
05.223,"Rice flour, rice starch",Flour,tbsp,11
05.223,"Rice flour, rice starch",Flour,tsp,4.5
06.196,"Soy flour, low-fat",Flour,dl,45
06.196,"Soy flour, low-fat",Flour,ms,8
06.196,"Soy flour, low-fat",Flour,tbsp,9
06.196,"Soy flour, low-fat",Flour,tsp,4
05.010,"Wheat flour, 80 % extraction",Flour,dl,55
05.010,"Wheat flour, 80 % extraction",Flour,ms,9
05.010,"Wheat flour, 80 % extraction",Flour,tbsp,9
05.010,"Wheat flour, 80 % extraction",Flour,tsp,4
05.120,"Wheat flour, high gluten, for white bread",Flour,dl,55
05.120,"Wheat flour, high gluten, for white bread",Flour,ms,9
05.120,"Wheat flour, high gluten, for white bread",Flour,tbsp,9
05.120,"Wheat flour, high gluten, for white bread",Flour,tsp,4
05.379,"Noodles, cellophane, uncooked","Grain, rice, pasta, raw",portion,85
05.331,"Noodles, rice, uncooked","Grain, rice, pasta, raw",portion,85
05.330,"Noodles, with egg, uncooked","Grain, rice, pasta, raw",portion,85
05.222,"Noodles, without egg, uncooked","Grain, rice, pasta, raw",portion,85
05.327,"Pasta, fresh, filled with cheese, no sauce, Ravioli, industrially made, uncooked","Grain, rice, pasta, raw",dl,35
05.327,"Pasta, fresh, filled with cheese, no sauce, Ravioli, industrially made, uncooked","Grain, rice, pasta, raw",one,3.5
05.326,"Pasta, fresh, filled with meat and cheese, Tortellini, industrially made, uncooked","Grain, rice, pasta, raw",dl,45
05.326,"Pasta, fresh, filled with meat and cheese, Tortellini, industrially made, uncooked","Grain, rice, pasta, raw",one,5
05.325,"Pasta, fresh, filled with meat, Tortellini, industrially made, uncooked","Grain, rice, pasta, raw",dl,45
05.325,"Pasta, fresh, filled with meat, Tortellini, industrially made, uncooked","Grain, rice, pasta, raw",one,5
05.227,"Pasta, green, fresh, uncooked","Grain, rice, pasta, raw",portion,75
05.227,"Pasta, green, fresh, uncooked","Grain, rice, pasta, raw",dl,30
05.421,"Pasta, made of corn and rice, gluten-free, uncooked, Barilla","Grain, rice, pasta, raw",portion,75
05.421,"Pasta, made of corn and rice, gluten-free, uncooked, Barilla","Grain, rice, pasta, raw",dl,30
05.423,"Pasta, made of rice and vegetables, gluten-free, uncooked, Orgran tricolore","Grain, rice, pasta, raw",portion,75
05.423,"Pasta, made of rice and vegetables, gluten-free, uncooked, Orgran tricolore","Grain, rice, pasta, raw",dl,30
05.226,"Pasta, plain, fresh, uncooked","Grain, rice, pasta, raw",portion,110
05.016,"Pasta, plain, macaroni, spaghetti etc., uncooked","Grain, rice, pasta, raw",portion,75
05.016,"Pasta, plain, macaroni, spaghetti etc., uncooked","Grain, rice, pasta, raw",dl,30
05.422,"Pasta, spaghetti, gluten-free, uncooked, Semper","Grain, rice, pasta, raw",portion,65
05.332,"Pasta, whole-grain, uncooked","Grain, rice, pasta, raw",portion,85
05.332,"Pasta, whole-grain, uncooked","Grain, rice, pasta, raw",dl,30
05.443,Pearled barley,"Grain, rice, pasta, raw",dl,80
05.443,Pearled barley,"Grain, rice, pasta, raw",ms,13
05.443,Pearled barley,"Grain, rice, pasta, raw",tbsp,13
05.442,Pearled spelt,"Grain, rice, pasta, raw",dl,80
05.442,Pearled spelt,"Grain, rice, pasta, raw",ms,13
05.442,Pearled spelt,"Grain, rice, pasta, raw",tbsp,13
05.384,"Rice, arborio, risotto rice, uncooked","Grain, rice, pasta, raw",portion,160
05.305,"Rice, Basmati, uncooked","Grain, rice, pasta, raw",portion,160
05.021,"Rice, brown, long-grain, uncooked","Grain, rice, pasta, raw",portion,160
05.306,"Rice, Jasmin, uncooked","Grain, rice, pasta, raw",portion,160
05.307,"Rice, white, for porridge, pre-boiled, uncooked","Grain, rice, pasta, raw",dl,50
05.212,"Rice, white, long-grain, uncooked","Grain, rice, pasta, raw",portion,160
05.022,"Rice, white, parboiled, long-grain, uncooked","Grain, rice, pasta, raw",dl,50
05.304,"Rice, white, pre-boiled with 1 % salt, uncooked","Grain, rice, pasta, raw",dl,50
05.024,"Rice, white, pre-boiled, uncooked","Grain, rice, pasta, raw",dl,50
05.023,"Rice, white, short-grain, for porridge, uncooked","Grain, rice, pasta, raw",dl,90
05.339,"Rice, wild rice, raw","Grain, rice, pasta, raw",portion,160
05.333,"Noodles, cooked, with spices","Grain, rice, pasta, prepared",portion,180
05.334,"Noodles, rice, cooked without salt","Grain, rice, pasta, prepared",portion,180
05.243,"Noodles, wheat, without egg, cooked","Grain, rice, pasta, prepared",portion,180
05.253,"Pasta, green, fresh, cooked","Grain, rice, pasta, prepared",portion,195
05.130,"Pasta, plain, cooked","Grain, rice, pasta, prepared",portion,195
05.229,"Pasta, plain, fresh, cooked","Grain, rice, pasta, prepared",portion,195
05.335,"Pasta, whole grain, cooked with salt","Grain, rice, pasta, prepared",portion,195
05.337,"Rice, Basmati, cooked","Grain, rice, pasta, prepared",portion,160
05.255,"Rice, brown, long-grain, cooked","Grain, rice, pasta, prepared",portion,160
05.336,"Rice, cooked, with salt","Grain, rice, pasta, prepared",portion,160
05.338,"Rice, Jasmin, cooked","Grain, rice, pasta, prepared",portion,160
05.289,"Rice, white, long-grain, cooked","Grain, rice, pasta, prepared",portion,160
05.125,"Rice, white, parboiled, long-grain, cooked","Grain, rice, pasta, prepared",portion,160
05.254,"Rice, white, pre-boiled, cooked","Grain, rice, pasta, prepared",portion,160
05.340,"Rice, wild rice, cooked","Grain, rice, pasta, prepared",portion,160
05.158,"Breakfast cereal, chocolate flavoured","Breakfast cereals, muesli",dl,15
05.158,"Breakfast cereal, chocolate flavoured","Breakfast cereals, muesli",tbsp,3
05.158,"Breakfast cereal, chocolate flavoured","Breakfast cereals, muesli",portion,35
05.375,"Breakfast cereal, chocolate flavoured, Coco Pops Crunchers","Breakfast cereals, muesli",dl,15
05.375,"Breakfast cereal, chocolate flavoured, Coco Pops Crunchers","Breakfast cereals, muesli",tbsp,3
05.375,"Breakfast cereal, chocolate flavoured, Coco Pops Crunchers","Breakfast cereals, muesli",portion,35
05.136,"Breakfast cereal, oats, fruit, vegetable oil, Crüsli","Breakfast cereals, muesli",dl,40
05.136,"Breakfast cereal, oats, fruit, vegetable oil, Crüsli","Breakfast cereals, muesli",tbsp,6
05.136,"Breakfast cereal, oats, fruit, vegetable oil, Crüsli","Breakfast cereals, muesli",portion,100
05.240,"Breakfast cereal, wheat and rice, Special K","Breakfast cereals, muesli",dl,20
05.240,"Breakfast cereal, wheat and rice, Special K","Breakfast cereals, muesli",tbsp,3.5
05.240,"Breakfast cereal, wheat and rice, Special K","Breakfast cereals, muesli",portion,35
05.033,"Corn flakes, Kelloggs","Breakfast cereals, muesli",dl,14
05.033,"Corn flakes, Kelloggs","Breakfast cereals, muesli",tbsp,3
05.033,"Corn flakes, Kelloggs","Breakfast cereals, muesli",portion,35
05.239,"Corn flakes, sugar coated, Frosties","Breakfast cereals, muesli",dl,14
05.239,"Corn flakes, sugar coated, Frosties","Breakfast cereals, muesli",tbsp,3
05.239,"Corn flakes, sugar coated, Frosties","Breakfast cereals, muesli",portion,35
05.235,"Muesli, with fruit and nuts, Go'dag Energimüsli","Breakfast cereals, muesli",dl,50
05.235,"Muesli, with fruit and nuts, Go'dag Energimüsli","Breakfast cereals, muesli",tbsp,7
05.235,"Muesli, with fruit and nuts, Go'dag Energimüsli","Breakfast cereals, muesli",portion,100
05.400,"Muesli, with fruit, Axa Fruktmüsli","Breakfast cereals, muesli",dl,50
05.400,"Muesli, with fruit, Axa Fruktmüsli","Breakfast cereals, muesli",tbsp,7
05.400,"Muesli, with fruit, Axa Fruktmüsli","Breakfast cereals, muesli",portion,100
05.236,"Muesli, with fruit, Go'dag Fruktmüsli","Breakfast cereals, muesli",dl,50
05.236,"Muesli, with fruit, Go'dag Fruktmüsli","Breakfast cereals, muesli",tbsp,7
05.236,"Muesli, with fruit, Go'dag Fruktmüsli","Breakfast cereals, muesli",portion,100
05.238,"Muesli, with fruit, nuts, sweetened","Breakfast cereals, muesli",dl,50
05.238,"Muesli, with fruit, nuts, sweetened","Breakfast cereals, muesli",tbsp,7
05.238,"Muesli, with fruit, nuts, sweetened","Breakfast cereals, muesli",portion,100
05.036,"Puffed wheat, with sugar and honey, Honni Korn","Breakfast cereals, muesli",dl,9
05.036,"Puffed wheat, with sugar and honey, Honni Korn","Breakfast cereals, muesli",tbsp,2
05.036,"Puffed wheat, with sugar and honey, Honni Korn","Breakfast cereals, muesli",portion,35
05.241,"Wheat bran, roasted, sweetened, All-Bran Plus","Breakfast cereals, muesli",dl,25
05.241,"Wheat bran, roasted, sweetened, All-Bran Plus","Breakfast cereals, muesli",tbsp,4
05.241,"Wheat bran, roasted, sweetened, All-Bran Plus","Breakfast cereals, muesli",portion,35
05.156,"Wheat flakes, roasted, All-Bran Regular","Breakfast cereals, muesli",dl,18
05.156,"Wheat flakes, roasted, All-Bran Regular","Breakfast cereals, muesli",tbsp,3.5
05.156,"Wheat flakes, roasted, All-Bran Regular","Breakfast cereals, muesli",portion,35
05.049,"Bread, 1/3 wholemeal flour, skimmed milk, home-made","Bread, rolls, etc, home-made",medium slice,45
05.049,"Bread, 1/3 wholemeal flour, skimmed milk, home-made","Bread, rolls, etc, home-made",medium slice,40
05.048,"Bread, 1/3 wholemeal flour, water, home-made","Bread, rolls, etc, home-made",medium slice,45
05.048,"Bread, 1/3 wholemeal flour, water, home-made","Bread, rolls, etc, home-made",medium slice,40
05.041,"Bread, 100 % wholemeal flour, skimmed milk, home-made","Bread, rolls, etc, home-made",medium slice,45
05.041,"Bread, 100 % wholemeal flour, skimmed milk, home-made","Bread, rolls, etc, home-made",medium slice,50
05.045,"Bread, 2/3 wholemeal flour, skimmed milk, home-made","Bread, rolls, etc, home-made",medium slice,45
05.045,"Bread, 2/3 wholemeal flour, skimmed milk, home-made","Bread, rolls, etc, home-made",medium slice,40
05.044,"Bread, 2/3 wholemeal flour, water, home-made","Bread, rolls, etc, home-made",medium slice,45
05.044,"Bread, 2/3 wholemeal flour, water, home-made","Bread, rolls, etc, home-made",medium slice,40
05.051,"Bread, 25 % wholemeal flour, skimmed milk, home-made","Bread, rolls, etc, home-made",medium slice,45
05.051,"Bread, 25 % wholemeal flour, skimmed milk, home-made","Bread, rolls, etc, home-made",medium slice,40
05.050,"Bread, 25 % wholemeal flour, water, home-made","Bread, rolls, etc, home-made",medium slice,45
05.050,"Bread, 25 % wholemeal flour, water, home-made","Bread, rolls, etc, home-made",medium slice,40
05.129,"Bread, 40 % wholemeal flour, wheat and rye, home-made","Bread, rolls, etc, home-made",medium slice,45
05.129,"Bread, 40 % wholemeal flour, wheat and rye, home-made","Bread, rolls, etc, home-made",medium slice,40
05.047,"Bread, 50 % wholemeal flour, skimmed milk, home-made","Bread, rolls, etc, home-made",medium slice,45
05.047,"Bread, 50 % wholemeal flour, skimmed milk, home-made","Bread, rolls, etc, home-made",medium slice,40
05.046,"Bread, 50 % wholemeal flour, water, home-made","Bread, rolls, etc, home-made",medium slice,45
05.046,"Bread, 50 % wholemeal flour, water, home-made","Bread, rolls, etc, home-made",medium slice,40
05.054,"Bread, 75 % wholemeal flour, home-made","Bread, rolls, etc, home-made",medium slice,45
05.054,"Bread, 75 % wholemeal flour, home-made","Bread, rolls, etc, home-made",medium slice,40
05.043,"Bread, 75 % wholemeal flour, skimmed milk, home-made","Bread, rolls, etc, home-made",medium slice,45
05.043,"Bread, 75 % wholemeal flour, skimmed milk, home-made","Bread, rolls, etc, home-made",medium slice,40
05.042,"Bread, 75 % wholemeal flour, water, home-made","Bread, rolls, etc, home-made",medium slice,45
05.042,"Bread, 75 % wholemeal flour, water, home-made","Bread, rolls, etc, home-made",medium slice,40
05.355,"Bread, gluten-free, brown, with soy beverage with calcium, home-made","Bread, rolls, etc, home-made",medium slice,45
05.265,"Bread, gluten-free, coarse, with low-fat milk, home-made","Bread, rolls, etc, home-made",medium slice,45
05.354,"Bread, gluten-free, coarse, with soy beverage, home-made","Bread, rolls, etc, home-made",medium slice,45
05.263,"Bread, gluten-free, coarse, with water, home-made","Bread, rolls, etc, home-made",medium slice,45
05.264,"Bread, gluten-free, white, with low-fat milk, home-made","Bread, rolls, etc, home-made",medium slice,40
05.262,"Bread, gluten-free, white, with water, home-made","Bread, rolls, etc, home-made",medium slice,40
05.053,"Bread, white, with skimmed milk, home-made","Bread, rolls, etc, home-made",medium slice,50
05.052,"Bread, white, with water, home-made","Bread, rolls, etc, home-made",medium slice,50
05.066,"Rolls, coarse, 50 % wholemeal flour, skimmed milk","Bread, rolls, etc, home-made",one,70
05.066,"Rolls, coarse, 50 % wholemeal flour, skimmed milk","Bread, rolls, etc, home-made",one,100
05.066,"Rolls, coarse, 50 % wholemeal flour, skimmed milk","Bread, rolls, etc, home-made",one,145
05.302,"Rolls, coarse, 50 % wholemeal flour, water","Bread, rolls, etc, home-made",one,70
05.302,"Rolls, coarse, 50 % wholemeal flour, water","Bread, rolls, etc, home-made",one,100
05.302,"Rolls, coarse, 50 % wholemeal flour, water","Bread, rolls, etc, home-made",one,145
05.067,"Rolls, coarse, 75 % wholemeal flour, skimmed milk","Bread, rolls, etc, home-made",one,70
05.067,"Rolls, coarse, 75 % wholemeal flour, skimmed milk","Bread, rolls, etc, home-made",one,100
05.067,"Rolls, coarse, 75 % wholemeal flour, skimmed milk","Bread, rolls, etc, home-made",one,145
05.301,"Rolls, coarse, 75 % wholemeal flour, water","Bread, rolls, etc, home-made",one,70
05.301,"Rolls, coarse, 75 % wholemeal flour, water","Bread, rolls, etc, home-made",one,100
05.301,"Rolls, coarse, 75 % wholemeal flour, water","Bread, rolls, etc, home-made",one,145
05.206,"Rolls, fine, 100 % wheat flour, skimmed milk","Bread, rolls, etc, home-made",one,45
05.300,"Rolls, fine, 100 % wheat flour, water","Bread, rolls, etc, home-made",one,45
05.211,"Baguette, white, bake-off, ready-to-eat","Bread, rolls etc, industry made",one,75
05.211,"Baguette, white, bake-off, ready-to-eat","Bread, rolls etc, industry made",one,150
05.075,"Cracker, Cream cracker","Crisp bread, crackers etc",one,11
05.154,"Cracker, fatty, salted, Ritz, Seltiner","Crisp bread, crackers etc",one,5
05.076,"Cracker, low-fat, Frokost","Crisp bread, crackers etc",one,9
05.152,"Cracker, low-fat, Kaptein","Crisp bread, crackers etc",one,7
05.328,"Cracker, plain, Start","Crisp bread, crackers etc",one,7
05.077,"Cracker, wholemeal flour, Kornmo","Crisp bread, crackers etc",one,9
05.069,"Crisp bread, light","Crisp bread, crackers etc",one,14
05.148,"Crisp bread, wholemeal flour, rye","Crisp bread, crackers etc",one,12
05.070,"Crisp bread, wholemeal flour, rye, Husman","Crisp bread, crackers etc",one,14
05.189,"Crisp bread, wholemeal flour, rye, thin, Rugsprø, Finncrisp","Crisp bread, crackers etc",one,11
05.142,"Crisp bread, wholemeal flour, with oats","Crisp bread, crackers etc",one,18
05.068,"Flatbread, hard","Crisp bread, crackers etc",one,4
05.068,"Flatbread, hard","Crisp bread, crackers etc",one,20
05.146,"Flatbread, hard, home-made style","Crisp bread, crackers etc",one,4
05.146,"Flatbread, hard, home-made style","Crisp bread, crackers etc",one,20
05.144,"Flatbread, hard, with oats","Crisp bread, crackers etc",one,5
05.193,"Rice cake, with salt","Crisp bread, crackers etc",one,1.5
05.193,"Rice cake, with salt","Crisp bread, crackers etc",one,7
05.194,"Rice cake, without salt","Crisp bread, crackers etc",one,6
05.073,"Rusk, wholemeal","Crisp bread, crackers etc",one,9
05.382,Taco shells,"Crisp bread, crackers etc",one,12
05.078,"Biscuit, sweet, filled","Cookies, sweet biscuits, rusks",one,13
05.308,"Biscuit, sweet, filled with jam or fruit","Cookies, sweet biscuits, rusks",one,13
05.080,"Biscuit, sweet, Gjende","Cookies, sweet biscuits, rusks",one,7
05.079,"Biscuit, sweet, Marie","Cookies, sweet biscuits, rusks",one,4
05.197,"Biscuit, sweet, wholemeal flour, Digestive","Cookies, sweet biscuits, rusks",one,15
05.221,"Biscuit, sweet, with oats, Bixit","Cookies, sweet biscuits, rusks",one,16
05.149,"Biscuit, sweet, with oats, chocolate covered","Cookies, sweet biscuits, rusks",one,13
05.309,"Biscuit, sweet, with oats, SIBAS","Cookies, sweet biscuits, rusks",one,16
05.098,Coconut macaroon,"Cookies, sweet biscuits, rusks",one,20
05.098,Coconut macaroon,"Cookies, sweet biscuits, rusks",one,60
05.106,"Cookies, sweet, Serinakake","Cookies, sweet biscuits, rusks",one,10
05.134,Ginger nuts,"Cookies, sweet biscuits, rusks",one,5
05.198,Gingersnaps,"Cookies, sweet biscuits, rusks",one,7
05.139,Meringue,"Cookies, sweet biscuits, rusks",one,3
05.135,"Wafer, sweet, filled","Cookies, sweet biscuits, rusks",one,5
05.199,"Berliner, filled dougnut","Yeast cake, griddle cake, waffle",one,65
05.187,"Cinnamon roll, home-made","Yeast cake, griddle cake, waffle",one,65
05.314,"Cinnamon roll, sugar coated, industrially made","Yeast cake, griddle cake, waffle",one,50
05.314,"Cinnamon roll, sugar coated, industrially made","Yeast cake, griddle cake, waffle",one,100
05.314,"Cinnamon roll, sugar coated, industrially made","Yeast cake, griddle cake, waffle",one,140
05.312,"Croissant, plain, industrially made","Yeast cake, griddle cake, waffle",one,45
05.312,"Croissant, plain, industrially made","Yeast cake, griddle cake, waffle",one,80
05.316,"Danish pastry, filled with jam, industrially made","Yeast cake, griddle cake, waffle",one,50
05.316,"Danish pastry, filled with jam, industrially made","Yeast cake, griddle cake, waffle",one,80
05.118,"Danish pastry, with custard filling","Yeast cake, griddle cake, waffle",one,80
05.313,"Flatbread, soft, Norwegian, filled, industrially made, Vestlandslefsa","Yeast cake, griddle cake, waffle",one,35
05.082,"Flatbread, soft, Norwegian, lefse, thick, filled, industrially made","Yeast cake, griddle cake, waffle",one,55
05.082,"Flatbread, soft, Norwegian, lefse, thick, filled, industrially made","Yeast cake, griddle cake, waffle",one,120
05.117,"Malt loaf, with raisins","Yeast cake, griddle cake, waffle",slice,45
05.266,"Sweet bun, gluten-free, low-fat milk","Yeast cake, griddle cake, waffle",one,60
05.217,"Sweet bun, industrially made","Yeast cake, griddle cake, waffle",one,50
05.217,"Sweet bun, industrially made","Yeast cake, griddle cake, waffle",one,80
05.217,"Sweet bun, industrially made","Yeast cake, griddle cake, waffle",one,115
05.202,"Sweet bun, low-fat milk","Yeast cake, griddle cake, waffle",one,60
05.286,"Sweet bun, skimmed milk","Yeast cake, griddle cake, waffle",one,60
05.095,"Sweet bun, whole milk","Yeast cake, griddle cake, waffle",one,60
05.432,"Sweet bun, with chocolate","Yeast cake, griddle cake, waffle",one,60
05.109,"Sweet bun, with custard, icing and desiccated coconut","Yeast cake, griddle cake, waffle",one,115
05.109,"Sweet bun, with custard, icing and desiccated coconut","Yeast cake, griddle cake, waffle",one,160
05.387,"Waffles, coarse","Yeast cake, griddle cake, waffle",waffel,85
05.387,"Waffles, coarse","Yeast cake, griddle cake, waffle",one,17
05.350,"Waffles, gluten free, prepared from powder, Toro","Yeast cake, griddle cake, waffle",waffel,85
05.350,"Waffles, gluten free, prepared from powder, Toro","Yeast cake, griddle cake, waffle",one,17
05.349,"Waffles, prepared from powder, Toro","Yeast cake, griddle cake, waffle",waffel,85
05.349,"Waffles, prepared from powder, Toro","Yeast cake, griddle cake, waffle",one,17
05.086,"Waffles, with cream or sour cream, without eggs","Yeast cake, griddle cake, waffle",waffel,85
05.086,"Waffles, with cream or sour cream, without eggs","Yeast cake, griddle cake, waffle",one,17
05.247,"Waffles, with egg and low-fat milk","Yeast cake, griddle cake, waffle",waffel,85
05.247,"Waffles, with egg and low-fat milk","Yeast cake, griddle cake, waffle",one,17
05.288,"Waffles, with egg and low-fat milk, no fat added","Yeast cake, griddle cake, waffle",waffel,85
05.288,"Waffles, with egg and low-fat milk, no fat added","Yeast cake, griddle cake, waffle",one,17
05.270,"Waffles, with egg and skimmed milk","Yeast cake, griddle cake, waffle",waffel,85
05.270,"Waffles, with egg and skimmed milk","Yeast cake, griddle cake, waffle",one,17
05.085,"Waffles, with egg and whole milk","Yeast cake, griddle cake, waffle",waffel,85
05.085,"Waffles, with egg and whole milk","Yeast cake, griddle cake, waffle",one,17
05.436,Apple cake,Other cakes etc,portion,80
05.205,"Cheese cake, with bisquit bottom",Other cakes etc,portion,80
05.180,"Cream puff, plain, no filling",Other cakes etc,one,20
05.110,Doughnut,Other cakes etc,one,65
05.430,Muffin,Other cakes etc,one,60
05.431,"Muffin, banana",Other cakes etc,one,60
05.406,"Muffin, banana, with frosting",Other cakes etc,one,60
05.401,"Muffin, blueberries",Other cakes etc,one,60
05.407,"Muffin, blueberries, with frosting",Other cakes etc,one,60
05.322,"Muffin, blueberry, industrially made",Other cakes etc,one,60
05.450,"Muffin, carrot",Other cakes etc,one,60
05.451,"Muffin, carrot, with frosting",Other cakes etc,one,60
05.404,"Muffin, chocolate",Other cakes etc,one,60
05.410,"Muffin, chocolate, with frosting",Other cakes etc,one,60
05.402,"Muffin, cocoa",Other cakes etc,one,60
05.408,"Muffin, cocoa, with frosting",Other cakes etc,one,60
